School Name,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,CompletionRate150,Admission Rate (%),RetentionRate,SAT Average,x0_Private ForProfit,x0_Private NonProfit,x0_Public
Conservatory of Music of Puerto Rico,55.42,41988.0,351.0,10334.0,60.0,80.0,71.43,1012.1694105558905,0.0,0.0,1.0
Wells College,62.0,80220.0,356.0,46640.0,55.83,64.36,52.27,1085.784413445964,0.0,1.0,0.0
Williams Baptist University,100.0,65124.0,580.0,30063.0,37.8,69.3,52.53,1088.0,0.0,1.0,0.0
The University of Tennessee-Chattanooga,68.72,104400.0,10256.0,23436.0,50.02,83.11,76.71,1167.0,0.0,0.0,1.0
Medical University of South Carolina,83.78,119436.0,318.0,28550.03211322211,32.84810815339331,66.84256613916169,61.426677724698365,1232.0526679411753,0.0,0.0,1.0
Tiffin University,100.0,83760.0,1880.0,41055.0,41.18,62.470000000000006,66.06,1092.4178695306866,0.0,1.0,0.0
Escuela de Artes Plasticas y Diseno de Puerto Rico,35.0,28896.0,405.0,7676.0,15.38,88.64,77.36,1007.575973415324,0.0,0.0,1.0
The Baptist College of Florida,100.0,58380.0,268.0,19926.0,50.0,75.56,75.0,1055.0,0.0,1.0,0.0
Saint Peter's University,36.82,98796.0,2124.0,47570.0,55.09,84.64,74.7,1125.3962536041395,0.0,1.0,0.0
Cornell College,100.0,90384.0,996.0,58201.0,67.43,82.41000000000001,74.07000000000001,1224.0,0.0,1.0,0.0
Strayer University-Arkansas,11.76,154932.0,407.0,39360.593011001896,100.0,67.3206056344204,63.93604701641117,1317.14573952603,1.0,0.0,0.0
Coker University,61.16,77724.0,950.0,42395.0,53.28000000000001,93.06,69.06,1008.0,0.0,1.0,0.0
Stephen F Austin State University,70.82000000000001,94404.0,10007.0,22178.0,53.65,76.11,76.95,1073.0,0.0,0.0,1.0
Lake Erie College,47.620000000000005,77328.0,687.0,45740.0,48.39,63.95,66.34,1058.0,0.0,1.0,0.0
Wagner College,98.52,95148.0,1635.0,61877.0,72.56,70.43,74.51,1165.7096529480702,0.0,1.0,0.0
DeVry University-Illinois,5.19,96648.0,16965.0,35603.0,22.41,44.37,54.26,1141.35989453929,1.0,0.0,0.0
Strayer University-North Carolina,11.64,86292.0,4683.0,23660.85364591105,0.0,78.24089295968238,33.33,1055.8476881497668,1.0,0.0,0.0
University of the Potomac-Washington DC Campus,100.0,24996.0,68.0,24964.0,42.86,81.16740090722465,80.0,1008.6983747779876,1.0,0.0,0.0
Austin Peay State University,100.0,96924.0,8195.0,23931.0,48.31,91.15,70.21,1104.0,0.0,0.0,1.0
University of Puerto Rico-Rio Piedras,71.89999999999999,74592.0,10784.0,14035.0,53.22,48.65,84.06,1062.4012801139843,0.0,0.0,1.0
University of Florida,88.03,142800.0,34237.0,21151.0,88.64,31.130000000000003,97.34,1390.0,0.0,0.0,1.0
University of Scranton,70.24000000000001,124680.0,3592.0,62380.0,81.54,78.73,89.34,1200.0,0.0,1.0,0.0
CUNY Queens College,40.93,139620.0,15735.0,13768.0,53.37,53.49,83.26,1122.0,0.0,0.0,1.0
Concordia University-Wisconsin,100.0,80844.0,2744.0,45936.0,60.940000000000005,70.53,81.15,1150.0,0.0,1.0,0.0
Delta State University,65.18,78912.0,1933.0,20678.0,39.01,99.61,67.14,1063.0,0.0,0.0,1.0
University of New Haven,36.53,122700.0,5078.0,58438.0,64.66,91.1,78.52,1147.0,0.0,1.0,0.0
Ohio University-Main Campus,81.94,105348.0,18752.0,29534.0,66.12,87.49,81.33,1166.0,0.0,0.0,1.0
Manhattan College,52.26,136764.0,3352.0,57992.0,70.28,77.64999999999999,83.1,1225.3675757559574,0.0,1.0,0.0
Wofford College,86.31,99912.0,1760.0,62262.0,80.49,53.0,88.61,1202.8174416798608,0.0,1.0,0.0
University of Alabama at Birmingham,76.19,136560.0,13549.0,25542.0,61.17,80.60000000000001,86.4,1245.0,0.0,0.0,1.0
Wheaton College,71.02000000000001,113892.0,2228.0,50923.0,87.62,86.95,90.07,1336.0,0.0,1.0,0.0
Herzing University-Madison,11.0,74388.0,1642.0,29140.0,41.55,91.91,75.0,1022.9178341986242,0.0,1.0,0.0
Viterbo University,40.96,80892.0,1723.0,40825.0,64.13,79.25,77.39,1131.0,0.0,1.0,0.0
Bemidji State University,64.25999999999999,106356.0,3698.0,20919.0,45.99,69.44,71.8,1105.0,0.0,0.0,1.0
McPherson College,100.0,81900.0,808.0,44154.0,38.0,52.16,65.78,1086.710819064081,0.0,1.0,0.0
Saint Leo University,22.33,97860.0,6745.0,38890.0,50.49,73.0,64.28,1095.351277078856,0.0,1.0,0.0
Anderson University,100.0,76404.0,1198.0,44342.0,64.03999999999999,66.5,71.21,1071.0,0.0,1.0,0.0
University of Connecticut-Avery Point,70.83,189324.0,545.0,19030.0,63.53,94.27,80.51,1128.0,0.0,0.0,1.0
Menlo College,17.169999999999998,112716.0,825.0,62162.0,53.55,64.51,71.13000000000001,1214.303677089718,0.0,1.0,0.0
Indiana Wesleyan University-Marion,100.0,89928.0,2461.0,39347.0,71.71,91.47,81.46,1134.0,0.0,1.0,0.0
Tennessee Technological University,100.0,100008.0,8564.0,24458.0,57.02,79.63,77.48,1202.0,0.0,0.0,1.0
Cleveland University-Kansas City,62.07,67200.0,77.0,21242.68508625931,0.0,54.55,0.0,1052.7226873640298,0.0,1.0,0.0
Purdue University Fort Wayne,95.64,85620.0,6304.0,19224.0,39.71,82.78,65.03999999999999,1090.0,0.0,0.0,1.0
Inter American University of Puerto Rico-Metro,100.0,70464.0,4374.0,16965.0,35.27,61.63,64.12,1069.4058991724055,0.0,1.0,0.0
San Francisco State University,50.45,132444.0,23411.0,24513.0,55.21,84.09,82.28999999999999,1030.0,0.0,0.0,1.0
Ripon College,95.45,89628.0,796.0,56059.0,67.30000000000001,74.06,75.57000000000001,1095.0,0.0,1.0,0.0
Hampton University,100.0,102336.0,3058.0,44252.0,57.38,36.0,71.53,1114.224006041922,0.0,1.0,0.0
University of Alaska Anchorage,51.81,112500.0,8257.0,18946.0,30.12,76.83,68.19,1106.9041928992403,0.0,0.0,1.0
West Virginia State University,67.78,75288.0,1716.0,19144.0,30.1,88.5,60.22,1008.0,0.0,0.0,1.0
University of St Thomas,89.94,94920.0,2330.0,42652.0,65.92,96.09,83.33,1128.6014711379958,0.0,1.0,0.0
Hussian College-Philadelphia,49.11929216727163,78373.81755010373,101.0,33421.0,90.91,53.0,55.88,1024.4214377491037,1.0,0.0,0.0
Chamberlain University-Texas,12.11,89004.0,1558.0,34047.0,100.0,86.21,60.0,1100.8584936764182,1.0,0.0,0.0
Pacific University,65.48,101676.0,1706.0,62157.0,63.83,89.3,83.65,1166.0,0.0,1.0,0.0
Middle Tennessee State University,75.9,104784.0,18005.0,21241.0,51.15,94.2,78.52,1146.0,0.0,0.0,1.0
Arizona State University Digital Immersion,66.62,117588.0,40275.0,21565.391497162454,24.1,72.58,85.74013024738866,1141.0826163011202,0.0,0.0,1.0
Illinois Wesleyan University,61.92999999999999,101388.0,1628.0,63174.0,81.98,56.93,86.55000000000001,1233.0,0.0,1.0,0.0
Transylvania University,74.78,91536.0,959.0,53097.0,73.95,92.12,79.47999999999999,1267.0,0.0,1.0,0.0
Florida Gulf Coast University,68.84,103080.0,13530.0,18151.0,52.74,77.49000000000001,80.65,1142.0,0.0,0.0,1.0
Chowan University,100.0,85320.0,1098.0,37161.0,31.26,67.36,58.5,891.0,0.0,1.0,0.0
University of Pittsburgh-Johnstown,95.68,91500.0,2353.0,27031.0,54.6,86.61999999999999,78.13,1108.0,0.0,0.0,1.0
Ferrum College,100.0,67824.0,962.0,50084.0,31.790000000000003,75.83,55.77,979.0,0.0,1.0,0.0
California State University-Bakersfield,52.26,113868.0,9955.0,18661.0,46.29,78.38000000000001,82.59,1113.3993354769182,0.0,0.0,1.0
Talmudical Seminary of Bobov,100.0,55896.0,423.0,16000.0,23.53,91.94,64.13,1044.8912396410312,0.0,1.0,0.0
Roanoke College,85.79,90780.0,1899.0,61545.0,69.75,78.13,78.55,1155.0,0.0,1.0,0.0
Ottawa University-Kansas City,100.0,42720.0,250.0,26066.27603199208,33.26585386607336,74.31779627701628,58.53030576249157,1005.7279604487111,0.0,1.0,0.0
Blackburn College,67.92,77784.0,484.0,32584.0,45.18,55.17999999999999,69.37,1006.0,0.0,1.0,0.0
Edinboro University of Pennsylvania,81.94,123132.0,2995.0,22036.0,43.48,85.03,74.05000000000001,1061.0,0.0,0.0,1.0
Franklin Pierce University,23.85,87060.0,1434.0,56500.0,51.080000000000005,84.68,73.08,1130.3706378687818,0.0,1.0,0.0
University of the Potomac-VA Campus,88.34707981725586,66510.34773205081,48.0,28409.371634858875,100.0,66.76849943511822,83.33,1009.781985955638,1.0,0.0,0.0
Gonzaga University,60.79,119940.0,4836.0,61761.0,87.97,72.89,92.22,1272.0,0.0,1.0,0.0
Yeshiva University,100.0,151272.0,2619.0,64050.0,76.8,67.41,89.71000000000001,1288.0,0.0,1.0,0.0
Paul Smiths College of Arts and Science,78.95,63708.0,665.0,47001.0,54.73,67.42,73.19,1047.4655459603648,0.0,1.0,0.0
Simpson University,100.0,77304.0,696.0,46394.0,42.5,59.72,71.72,1099.0,0.0,1.0,0.0
Appalachian State University,78.06,99480.0,17990.0,19661.0,72.69,79.51,86.47,1181.0,0.0,0.0,1.0
Longwood University,100.0,87996.0,3525.0,28821.0,67.25999999999999,87.33999999999999,78.52,1052.0,0.0,0.0,1.0
California State University-Northridge,46.63,123816.0,34881.0,19794.0,54.620000000000005,65.81,83.48,1006.0,0.0,0.0,1.0
Eastern Michigan University,98.85,117492.0,13148.0,24994.0,46.95,75.18,71.83,1098.0,0.0,0.0,1.0
University of Maine at Machias,53.190000000000005,87072.0,390.0,18704.0,28.18,83.22847183790444,58.24,1006.9781570792911,0.0,0.0,1.0
Dominican University,39.42,86928.0,2155.0,43228.0,63.0,76.46,82.58,1072.0,0.0,1.0,0.0
King University,68.49,62808.0,1360.0,42662.0,50.0,60.18,63.85999999999999,1097.0,0.0,1.0,0.0
The Art Institute of Atlanta,23.53,64236.0,793.0,32980.0,16.86,70.98657348544697,45.45,1030.2096218577565,1.0,0.0,0.0
University of Colorado Colorado Springs,58.92,96732.0,9839.0,22169.0,44.97,89.61,70.77,1088.5049554799252,0.0,0.0,1.0
Oklahoma City University,61.22,88152.0,1520.0,44942.0,70.50999999999999,73.1,76.44999999999999,1213.0,0.0,1.0,0.0
The Catholic University of America,52.080000000000005,119292.0,3017.0,65857.0,74.22,82.23,85.54,1265.9554155852588,0.0,1.0,0.0
East Texas Baptist University,100.0,86268.0,1373.0,38749.0,34.71,92.07,60.58,1032.32539896604,0.0,1.0,0.0
University of Arkansas for Medical Sciences,88.24,121728.0,838.0,34215.079961056465,45.540926662463484,69.45316629898397,59.86084440831981,1211.8162706152063,0.0,0.0,1.0
Nebraska Methodist College of Nursing & Allied Health,93.33,69600.0,814.0,31690.0,64.71000000000001,91.86,77.5,1155.0,0.0,1.0,0.0
Brandeis University,71.39999999999999,159588.0,3481.0,76044.0,89.23,33.4,89.69,1424.0,0.0,1.0,0.0
Saint Mary's College,71.03,91428.0,1412.0,58956.0,80.69,81.51,85.3,1189.0,0.0,1.0,0.0
Langston University,82.89,70332.0,1894.0,20447.0,18.01,71.57998233009074,54.91,975.2601171314087,0.0,0.0,1.0
Universidad Ana G. Mendez-Carolina Campus,100.0,41280.0,6574.0,13136.0,37.830000000000005,72.49501657412627,72.66,1003.686778945479,0.0,1.0,0.0
Ohio State University-Lima Campus,43.66,120180.0,904.0,17747.0,17.75,85.30596026960706,42.54,1076.570416045917,0.0,0.0,1.0
Missouri Western State University,60.96,84780.0,3530.0,18632.0,35.68,84.30398467978605,63.05,1023.4132123785715,0.0,0.0,1.0
Boise State University,58.8,99852.0,16973.0,21621.0,54.52,77.49000000000001,77.82,1135.0,0.0,0.0,1.0
Fresno Pacific University,58.52,90456.0,2711.0,43317.0,67.36,66.94,71.26,1019.0,0.0,1.0,0.0
Albany College of Pharmacy and Health Sciences,76.14999999999999,112044.0,683.0,50326.0,74.65,75.19,85.41,1238.0,0.0,1.0,0.0
Indiana University-Kokomo,56.28,75552.0,2830.0,16738.0,43.41,82.71,70.15,1038.4368479060386,0.0,0.0,1.0
Carnegie Mellon University,92.21,149328.0,6539.0,74489.0,93.46,17.27,95.61,1513.0,0.0,1.0,0.0
University of New Mexico-Main Campus,89.99000000000001,113544.0,15776.0,19351.0,53.900000000000006,96.34,76.97,1101.0,0.0,0.0,1.0
University of San Francisco,41.83,143748.0,5810.0,69987.0,71.5,70.3,76.44999999999999,1248.0,0.0,1.0,0.0
Agnes Scott College,70.59,110460.0,980.0,55403.0,72.44,67.52,82.61,1215.6345903367833,0.0,1.0,0.0
Long Island University,43.93,147156.0,6000.0,50591.0,44.34,85.00999999999999,76.73,1194.0,0.0,1.0,0.0
Inter American University of Puerto Rico-Guayama,100.0,58680.0,1521.0,13925.0,32.800000000000004,42.04,74.49,1049.9644286047123,0.0,1.0,0.0
Knox College,81.47999999999999,84936.0,1130.0,60393.0,70.99,70.84,81.88,1229.0,0.0,1.0,0.0
State University of New York at New Paltz,53.510000000000005,89292.0,6445.0,25615.0,75.86,62.02,87.01,1187.0,0.0,0.0,1.0
Davidson College,92.59,132564.0,1979.0,70744.0,93.03,20.0,92.98,1402.0,0.0,1.0,0.0
Goshen College,56.48,70428.0,800.0,44994.0,62.89,92.38,76.25,1084.0,0.0,1.0,0.0
Beth Medrash Govoha,12.1,94308.0,3004.0,41981.65335233659,51.92651235960816,77.57964060739654,67.9657289065115,1161.5509956707017,0.0,1.0,0.0
Emporia State University,88.21,83808.0,3081.0,19526.0,46.31,86.08,77.63,1048.8497836906333,0.0,0.0,1.0
Northeastern State University,71.46000000000001,85908.0,5646.0,17889.0,35.54,99.49,66.11,1069.0,0.0,0.0,1.0
University of St Francis,88.5,94608.0,1581.0,42819.0,59.72,60.09,81.2,1096.0,0.0,1.0,0.0
Duquesne University,51.49,112116.0,5373.0,56199.0,79.34,77.19,85.61999999999999,1207.0,0.0,1.0,0.0
Judson University,21.7,72972.0,930.0,40737.0,61.260000000000005,57.010000000000005,54.84,1020.0,0.0,1.0,0.0
Goddard College,100.0,39432.0,155.0,33048.0,37.5,83.87,83.33,1004.4836803667478,0.0,1.0,0.0
Texas A & M University-Kingsville,80.23,116028.0,5114.0,22645.0,44.71,87.92,72.14,1012.0,0.0,0.0,1.0
Cazenovia College,100.0,87636.0,747.0,51761.0,57.74,72.18,65.14,1003.0,0.0,1.0,0.0
Savannah State University,77.88000000000001,85716.0,3115.0,16819.0,27.32,46.14,69.27,925.0,0.0,0.0,1.0
University of Washington-Bothell Campus,66.46,136248.0,5618.0,23189.0,62.88,87.92999999999999,88.66000000000001,1158.0,0.0,0.0,1.0
Concordia University Ann Arbor,82.61,68628.0,900.0,45348.0,41.99,60.96,68.04,1105.0,0.0,1.0,0.0
University of Puerto Rico-Mayaguez,92.69,103104.0,11776.0,16727.0,45.7,67.4,91.62,1090.4543367246315,0.0,0.0,1.0
Adrian College,43.27,75744.0,1749.0,54621.0,53.91,61.21,65.74,1043.0,0.0,1.0,0.0
Columbia College,100.0,92340.0,7574.0,37709.0,28.14,65.98510904484993,70.62,1105.8006337951979,0.0,1.0,0.0
Columbia Southern University,62.99,49272.0,13077.0,15491.0,29.53,66.46221903584564,62.22,1056.1812719242894,1.0,0.0,0.0
Walsh University,98.4,75408.0,1660.0,42869.0,60.18,76.55999999999999,71.07,1126.0,0.0,1.0,0.0
DeVry University-New Jersey,23.53,122868.0,169.0,29978.0,36.63,33.33,50.0,1032.9781936001677,1.0,0.0,0.0
Purdue University-Main Campus,96.47,152124.0,35517.0,22645.0,82.80999999999999,67.15,93.17,1315.0,0.0,0.0,1.0
University of New England,54.75,105900.0,2300.0,56844.0,61.260000000000005,87.26,75.26,1151.041296049011,0.0,1.0,0.0
Eastern Washington University,76.99000000000001,105372.0,8845.0,20480.0,53.15,78.94,70.91,993.0,0.0,0.0,1.0
Rosemont College,33.64,64812.0,480.0,35805.0,47.58,69.1,71.58,1049.0,0.0,1.0,0.0
Southeastern Louisiana University,82.12,82752.0,11084.0,21073.0,40.13,97.37,72.1,1105.0,0.0,0.0,1.0
North Park University,100.0,92736.0,1840.0,39373.0,59.06,43.96,74.66000000000001,1055.0,0.0,1.0,0.0
Liberty University,34.4,70092.0,47432.0,40567.0,54.09,50.13,80.78999999999999,1172.0,0.0,1.0,0.0
Sacred Heart University,36.24,110988.0,6356.0,61591.0,72.56,65.53,86.7,1194.4192569090728,0.0,1.0,0.0
Norwich University,45.21,90900.0,3182.0,59627.0,56.67,74.17,81.58,1181.154096020235,0.0,1.0,0.0
Cheyney University of Pennsylvania,63.16,129168.0,621.0,24513.0,27.07,85.16657348912204,56.34,1081.9290790343985,0.0,0.0,1.0
Kalamazoo College,83.82,98904.0,1445.0,63808.0,78.99000000000001,74.33,83.04,1192.080418907016,0.0,1.0,0.0
DeVry University-California,12.8,100764.0,1611.0,35697.0,26.63,45.61,72.55,1063.2565609367007,1.0,0.0,0.0
Saint Johns University,87.33,104196.0,1564.0,59972.0,74.44,81.38,82.37,1193.0,0.0,1.0,0.0
Chamberlain University-Missouri,11.11,97488.0,466.0,26763.0,0.0,73.68,50.0,1104.5302536568204,1.0,0.0,0.0
Slippery Rock University of Pennsylvania,86.98,119160.0,7332.0,24600.0,68.97999999999999,73.98,82.8,1075.0,0.0,0.0,1.0
Oklahoma Baptist University,65.84,89244.0,1610.0,42983.0,54.66,58.21,73.27,1138.0,0.0,1.0,0.0
University of Maine at Farmington,70.24000000000001,88020.0,1509.0,22802.0,60.0,94.61,71.8,1070.5631009693832,0.0,0.0,1.0
Midwestern State University,70.44,96456.0,5056.0,19972.0,44.32,70.96000000000001,65.89,1009.0,0.0,0.0,1.0
Susquehanna University,63.33,96864.0,2225.0,64760.0,75.48,73.04,88.23,1204.7848302801194,0.0,1.0,0.0
California State University Maritime Academy,72.41,123948.0,907.0,28149.0,60.68,82.49,76.84,1032.583472659163,0.0,0.0,1.0
Lesley University,22.48,102600.0,1814.0,47620.0,60.07,83.81,67.30000000000001,1154.3093518065932,0.0,1.0,0.0
Wellesley College,79.62,149820.0,2260.0,75198.0,93.74,20.41,92.65,1446.0,0.0,1.0,0.0
Creighton University,66.35,117360.0,4445.0,56120.0,81.56,64.02,92.47,1249.0970131320553,0.0,1.0,0.0
Johnson University,100.0,68184.0,708.0,27168.0,62.77,54.97,79.7,1056.0,0.0,1.0,0.0
Barnes-Jewish College Goldfarb School of Nursing,52.580000000000005,95052.0,529.0,34749.92656520128,38.2371100852489,63.593759530823945,65.7931829328152,1141.7861092965577,0.0,1.0,0.0
Washington State University,78.10000000000001,123384.0,25084.0,26068.0,58.55,79.95,80.56,1123.0,0.0,0.0,1.0
Rocky Mountain College,90.8,77784.0,830.0,40804.0,53.3,71.17,64.49000000000001,1071.0,0.0,1.0,0.0
Lamar University,78.38000000000001,99396.0,8220.0,20362.0,36.71,82.67999999999999,68.78999999999999,1043.0,0.0,0.0,1.0
Portland State University,54.14,121428.0,16596.0,20571.0,49.14,95.19,75.44,1084.0,0.0,0.0,1.0
Milwaukee School of Engineering,63.74999999999999,112728.0,2492.0,53885.0,69.53,60.09,80.21000000000001,1294.0,0.0,1.0,0.0
University of Central Arkansas,78.22,85992.0,8237.0,23185.0,45.73,93.78,78.84,1166.0,0.0,0.0,1.0
Universidad del Sagrado Corazon,22.95,47592.0,4067.0,19185.0,43.19,43.31,76.83,1030.7701296407904,0.0,1.0,0.0
Towson University,55.13,94368.0,18629.0,25697.0,73.1,78.8,84.58,1122.0,0.0,0.0,1.0
Point Park University,30.09,104940.0,2787.0,45350.0,54.85,69.51,72.97,1079.0,0.0,1.0,0.0
Peru State College,100.0,87108.0,1286.0,20321.0,36.29,92.02482594724518,63.77,1073.3424244165199,0.0,0.0,1.0
SUNY Brockport,60.4,91668.0,6239.0,24340.0,65.81,58.10999999999999,75.58,1089.0,0.0,0.0,1.0
Los Angeles Pacific University,8.799999999999999,88884.0,1348.0,26995.0,33.33,72.3220083327461,100.0,1106.620015964702,0.0,1.0,0.0
DigiPen Institute of Technology,54.2,102312.0,1054.0,47197.0,52.6,38.24,80.0,1257.0,1.0,0.0,0.0
University of California-Davis,84.5,185400.0,31142.0,35532.0,86.25,46.35,93.01,1299.0,0.0,0.0,1.0
St Lawrence University,80.60000000000001,122484.0,2256.0,73045.0,79.83,47.260000000000005,88.1,1301.0,0.0,1.0,0.0
Morehouse College,96.48,75432.0,2152.0,48802.0,56.39999999999999,77.07000000000001,85.79,1125.0772329707177,0.0,1.0,0.0
Bryan College-Dayton,25.83,73476.0,787.0,38061.0,47.34,74.21569880452142,64.25,1036.100527297393,0.0,1.0,0.0
Worcester Polytechnic Institute,87.62,151224.0,4804.0,69233.0,88.99000000000001,59.05,95.25,1361.0557585416686,0.0,1.0,0.0
Welch College,49.21,54060.0,278.0,34108.0,72.0,52.174912209296856,70.0,1061.1968406190592,0.0,1.0,0.0
Union College,91.43,72132.0,602.0,36243.0,50.63999999999999,97.6,82.24000000000001,1072.0,0.0,1.0,0.0
San Jose State University,44.8,127740.0,27614.0,25747.0,65.58,67.36999999999999,86.19,1127.0,0.0,0.0,1.0
Strayer University-Texas,11.67,88536.0,3089.0,28284.0,0.0,79.89006150232862,33.33,1060.405676969164,1.0,0.0,0.0
Heidelberg University,59.260000000000005,78576.0,1021.0,44381.0,52.21,81.06,77.64,1098.0,0.0,1.0,0.0
Florida Institute of Technology-Online,100.0,96756.0,1100.0,29005.0,54.55556596686959,100.0,31.58,1166.876065944303,0.0,1.0,0.0
Babson College,100.0,211680.0,2435.0,72378.0,94.65,26.97,92.0,1361.0,0.0,1.0,0.0
University of South Alabama,62.8,90084.0,8787.0,21694.0,44.91,73.03,76.44,1162.0,0.0,0.0,1.0
Oakwood University,80.07,56460.0,1320.0,37764.0,50.0,88.81,74.25,1058.256096331703,0.0,1.0,0.0
Central Baptist College,26.47,66120.0,554.0,26390.0,38.46,49.81,56.73,1041.0,0.0,1.0,0.0
Universidad Ana G. Mendez-Cupey Campus,100.0,39924.0,7003.0,13286.0,34.17,72.2949567522304,72.89999999999999,1003.8028969836504,0.0,1.0,0.0
Daemen University,52.13,83988.0,1608.0,40900.0,57.76,61.78,79.13,1082.0891230961502,0.0,1.0,0.0
University of Alabama in Huntsville,67.02,116364.0,7825.0,24861.0,57.14,77.11,81.8,1300.0,0.0,0.0,1.0
Corban University,38.93,80304.0,918.0,45919.0,50.45,48.34,78.57,1077.0,0.0,1.0,0.0
Mississippi State University,85.47,106716.0,18724.0,25778.0,64.19,80.04,85.08,1244.0,0.0,0.0,1.0
Wichita State University,98.17,97836.0,10770.0,20418.0,48.43,79.63,70.88,1167.0,0.0,0.0,1.0
University of Hartford,43.22,91968.0,4378.0,57475.0,54.61,77.41,81.39999999999999,1129.0,0.0,1.0,0.0
Southern Adventist University,100.0,58836.0,2296.0,35820.0,52.8,73.96000000000001,81.06,1139.0,0.0,1.0,0.0
Saint Ambrose University,100.0,89772.0,2299.0,46894.0,64.03999999999999,73.83999999999999,82.53,1110.0,0.0,1.0,0.0
Westfield State University,49.89,120012.0,4343.0,24844.0,63.09,92.44,72.92,1054.0,0.0,0.0,1.0
Lasell University,37.44,99888.0,1481.0,54730.0,62.48,84.54,80.78999999999999,1083.0,0.0,1.0,0.0
University of Oklahoma-Health Sciences Center,68.42,101004.0,806.0,34928.30270871993,45.01510121783497,58.677459595305635,65.9631472057398,1191.1777721950568,0.0,0.0,1.0
Lindenwood University,100.0,100764.0,4780.0,30609.0,46.75,92.13,74.87,1111.0,0.0,1.0,0.0
American University of Puerto Rico,53.03,35808.0,278.0,17887.0,18.84,85.23024226084684,75.0,1006.8645429518118,0.0,1.0,0.0
Capitol Technology University,7.59,85224.0,359.0,40538.0,48.08,84.36,80.25999999999999,1016.9550270922173,0.0,1.0,0.0
Stanford University,99.06,251652.0,6366.0,74570.0,95.23,5.19,85.75,1491.0,0.0,1.0,0.0
University of Kansas,84.6,124152.0,18438.0,26204.0,63.11,90.93,85.7,1227.0,0.0,0.0,1.0
Eastern Mennonite University,95.15,70908.0,891.0,51275.0,60.42,71.82,79.21000000000001,1129.0,0.0,1.0,0.0
Wilson College,100.0,75468.0,735.0,37019.0,49.53,92.2,68.17999999999999,1030.0,0.0,1.0,0.0
St. Francis College,25.8,105996.0,2637.0,32776.0,53.92,84.52,73.41,964.0,0.0,1.0,0.0
Lane College,85.07000000000001,61932.0,1095.0,23551.0,22.76,69.42187743631305,54.95,977.3760046321214,0.0,1.0,0.0
West Coast University-Ontario,15.09,100380.0,2408.0,51161.0,72.72999999999999,74.21269669299866,88.89,1191.1477434880765,1.0,0.0,0.0
SUNY Downstate Health Sciences University,74.72,147876.0,187.0,25333.65702714775,41.31395480118741,66.12030460031558,62.50274606689557,1293.7479470196186,0.0,0.0,1.0
Capella University,13.29,86148.0,11773.0,21167.0,0.0,86.40409766331487,45.45,1112.5316715274826,1.0,0.0,0.0
Miami University-Hamilton,100.0,96288.0,2275.0,16237.0,16.18,54.00502285524731,54.38,1033.196079443431,0.0,0.0,1.0
SUNY College at Potsdam,73.82,78048.0,2824.0,23964.0,50.370000000000005,71.66,79.67999999999999,1037.047357717776,0.0,0.0,1.0
Granite State College,11.25,65004.0,1497.0,18834.0,14.67,58.27508793369995,42.86,1081.4824180802154,0.0,0.0,1.0
Mount Mary University,36.0,78576.0,621.0,44284.0,51.3,53.010000000000005,72.0,984.0,0.0,1.0,0.0
Ohio Wesleyan University,51.1,103284.0,1422.0,62161.0,66.59,68.4,82.01,1221.6053386019141,0.0,1.0,0.0
Sterling College,56.47,54768.0,569.0,40406.0,46.74,36.88,57.55,1061.0,0.0,1.0,0.0
University of Maryland-College Park,79.86,165156.0,30214.0,27343.0,87.02,50.96000000000001,95.16,1391.0,0.0,0.0,1.0
Southern Oregon University,61.3,108696.0,3462.0,17755.0,46.59,90.43,67.94,1093.0,0.0,0.0,1.0
Stratford University,36.95809371547274,82296.0,1682.0,27285.0,72.97,85.58544632883947,78.13,1067.2783012470857,1.0,0.0,0.0
CUNY Graduate School and University Center,37.22,158448.0,2658.0,57363.02537625133,70.61896025100314,29.278910996526246,72.0681793562097,1407.8067677019121,0.0,0.0,1.0
Delaware Valley University,41.7,103836.0,1706.0,56828.0,54.620000000000005,91.58,71.61999999999999,1052.0,0.0,1.0,0.0
Winston-Salem State University,64.51,99876.0,4560.0,20382.0,50.0,72.52,76.64,971.0,0.0,0.0,1.0
North Greenville University,76.92,70512.0,1731.0,37771.0,51.46,65.33,76.5,1082.0,0.0,1.0,0.0
The College of Westchester,28.57,73416.0,829.0,29294.0,51.11,88.37,72.46000000000001,1049.8418139826197,1.0,0.0,0.0
Wesleyan University,89.33,148956.0,2838.0,75693.0,90.93,20.9,87.42,1420.837090293236,0.0,1.0,0.0
University of the Sciences,95.05,102096.0,1393.0,43968.0,80.56,71.39999999999999,90.14,1218.0,0.0,1.0,0.0
DeVry University-Georgia,11.27,104832.0,850.0,34215.0,20.93,39.81,77.42,1096.0558190135578,1.0,0.0,0.0
South Carolina State University,100.0,86796.0,2012.0,30015.0,29.91,94.09,68.8,900.0,0.0,0.0,1.0
Worcester State University,50.59,110316.0,4648.0,21870.0,58.56,81.03,79.82000000000001,1097.0,0.0,0.0,1.0
DeVry University-Ohio,21.95,99660.0,380.0,34949.0,15.38,32.0,58.330000000000005,1078.9738609786602,1.0,0.0,0.0
The University of Texas at Dallas,77.14999999999999,153804.0,21186.0,27120.0,69.15,79.36,90.14,1345.0,0.0,0.0,1.0
