School Name,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,CompletionRate150,Admission Rate (%),RetentionRate,SAT Average,x0_Private ForProfit,x0_Private NonProfit,x0_Public
University of Northern Colorado,60.33,92904.0,7531.0,23864.0,51.74999999999999,87.7,70.15,1099.0,0.0,0.0,1.0
South University-Montgomery,14.08,59160.0,289.0,28761.0,14.29,54.661136568260204,60.0,1007.6014276510336,1.0,0.0,0.0
University of Houston-Victoria,61.42999999999999,107556.0,3388.0,19441.0,19.03,67.06,65.67,1057.0038061640396,0.0,0.0,1.0
The University of Texas Medical Branch at Galveston,98.5,107232.0,708.0,48855.49119230869,48.55777376647016,77.19313761936002,66.5925578316068,1192.5459667093457,0.0,0.0,1.0
Southern Wesleyan University,100.0,61512.0,1026.0,35949.0,54.21,55.75,74.25,1079.0,0.0,1.0,0.0
Hobart William Smith Colleges,87.21,102444.0,1812.0,74375.0,76.79,61.84,80.53,1279.0,0.0,1.0,0.0
Arizona State University Campus Immersion,74.26,135000.0,62633.0,27056.0,66.01,88.37,86.2,1207.0,0.0,0.0,1.0
Talladega College,56.940000000000005,73200.0,1142.0,24220.0,30.14,69.12562462029143,64.56,1035.6959238663671,0.0,1.0,0.0
Bay State College,16.16,102864.0,670.0,38507.0,18.35,34.14,69.23,1114.1547336337987,1.0,0.0,0.0
Dixie State University,38.74,84768.0,8812.0,17802.0,34.56,87.88910504365728,59.47,1110.6806942424798,0.0,0.0,1.0
Lawrence Technological University,40.12,96612.0,1879.0,49729.0,59.88,82.46,77.34,1129.6150624311013,0.0,1.0,0.0
Regent University,72.68,99468.0,4231.0,30136.0,60.89,50.44,77.12,1110.0,0.0,1.0,0.0
Western Connecticut State University,100.0,117156.0,4500.0,23110.0,51.16,80.72,75.46000000000001,1053.5790137566316,0.0,0.0,1.0
Carlow University,100.0,85728.0,1274.0,44201.0,58.38,94.46,85.19,1070.0,0.0,1.0,0.0
Central College,100.0,89424.0,1091.0,53402.0,67.83,63.68000000000001,73.29,1116.0,0.0,1.0,0.0
Georgia College & State University,83.15,95424.0,5549.0,28707.0,61.72,85.94000000000001,82.33,1194.0,0.0,0.0,1.0
Metropolitan State University of Denver,100.0,85068.0,17255.0,19975.0,32.029999999999994,83.33,61.01,973.0,0.0,0.0,1.0
Texas A & M University-College Station,87.21,146772.0,54942.0,29920.0,82.53,63.27,94.39,1300.0,0.0,0.0,1.0
University of Vermont,79.96,126696.0,10585.0,34707.0,75.91,71.32,85.41,1276.0,0.0,0.0,1.0
Union College,87.1,134964.0,2035.0,69879.0,85.79,41.260000000000005,88.0,1339.0,0.0,1.0,0.0
Southern Utah University,75.67,86712.0,8356.0,19854.0,45.52,75.56,72.33000000000001,1183.0,0.0,0.0,1.0
East Stroudsburg University of Pennsylvania,77.24,121908.0,4921.0,24870.0,50.4,90.5,70.97,1007.0,0.0,0.0,1.0
Villa Maria College,26.8,59076.0,504.0,30460.0,29.520000000000003,78.74,58.1,999.4550220618501,0.0,1.0,0.0
University of California-San Diego,85.78,198156.0,31827.0,33240.0,87.12,36.61,94.16,1387.0,0.0,0.0,1.0
Bon Secours Memorial College of Nursing,83.33,94668.0,456.0,37311.069780809725,34.45091973977687,64.3314153309379,62.61856234909133,1148.7795421882506,0.0,1.0,0.0
Johnson University Florida,100.0,66060.0,159.0,27611.0,40.48,37.31,50.0,980.0,0.0,1.0,0.0
Rocky Mountain College of Art and Design,23.46,55788.0,1625.0,24570.0,38.89,72.81949534222895,57.49999999999999,1031.667070882646,1.0,0.0,0.0
Brookline College-Albuquerque,100.0,82020.0,608.0,35809.48828087434,55.83,69.0402568630981,86.0,1127.1681564300745,1.0,0.0,0.0
Lincoln Christian University,69.44,68844.0,308.0,27166.0,43.28,58.89066662837691,59.650000000000006,1045.4720565511993,0.0,1.0,0.0
Design Institute of San Diego,63.14249248017374,80004.0,124.0,42928.0,33.33,100.0,71.43,1080.2200580278695,1.0,0.0,0.0
University of Southern Mississippi,99.16,95052.0,11348.0,24047.0,49.75,96.33,74.74,1135.0,0.0,0.0,1.0
Southwestern Oklahoma State University,100.0,87264.0,3834.0,21147.0,40.400000000000006,93.2,74.33,1065.0,0.0,0.0,1.0
Millikin University,73.9,77376.0,1849.0,49304.0,53.36,71.15,70.37,1097.0,0.0,1.0,0.0
St. John's College,75.94999999999999,70248.0,383.0,50001.0,65.52,61.39,73.22999999999999,1052.7801105857827,0.0,1.0,0.0
Vaughn College of Aeronautics and Technology,100.0,116676.0,1438.0,46339.0,38.080000000000005,85.15048310829444,77.61,1113.7521700731224,0.0,1.0,0.0
California Polytechnic State University-San Luis Obispo,69.69999999999999,127764.0,21451.0,28927.0,83.09,38.43,94.24,1325.0,0.0,0.0,1.0
University of Iowa,86.38,141480.0,21909.0,24806.0,72.19,84.28,88.1,1229.0,0.0,0.0,1.0
University of Montevallo,64.71000000000001,91476.0,2186.0,26018.0,54.15,60.52,78.42,1131.0,0.0,0.0,1.0
Missouri State University-Springfield,69.86,92388.0,15343.0,21859.0,57.78,86.57000000000001,79.21000000000001,1183.0,0.0,0.0,1.0
Randolph-Macon College,65.57,101940.0,1551.0,56509.0,65.57,71.31,87.47,1141.0,0.0,1.0,0.0
University of Minnesota-Rochester,100.0,82500.0,614.0,25495.0,54.46,73.75,80.28,1152.0,0.0,0.0,1.0
SUNY Polytechnic Institute,54.88,114636.0,2097.0,23194.0,53.6,73.3,82.43,1177.0,0.0,0.0,1.0
Eastern Nazarene College,33.08,69648.0,541.0,41194.0,38.1,64.38000000000001,65.64999999999999,1030.0,0.0,1.0,0.0
Caribbean University-Vega Baja,42.014753772199164,25500.0,130.0,9271.0,41.98,91.93846831362006,66.67,1007.7164703468059,0.0,1.0,0.0
Bryn Mawr College,71.43,140640.0,1298.0,73540.0,84.89999999999999,38.36,87.42999999999999,1445.8561321515347,0.0,1.0,0.0
University of Central Oklahoma,100.0,83664.0,12056.0,24185.0,35.27,80.49,71.76,1085.0,0.0,0.0,1.0
California State University-San Bernardino,50.66,119316.0,17037.0,19114.0,58.74,78.12,84.75,988.0,0.0,0.0,1.0
University of Chicago,80.17999999999999,221184.0,7010.0,81531.0,95.98,7.31,99.65,1537.0,0.0,1.0,0.0
Cameron University,59.48,75828.0,3126.0,15685.0,23.47,81.68562060731517,66.8,1034.6457104304707,0.0,0.0,1.0
Wade College,32.14,49656.0,180.0,22459.0,40.91,68.3103824167714,100.0,1023.5046431553561,1.0,0.0,0.0
University of Mount Union,98.63,86016.0,1934.0,44497.0,65.88000000000001,77.41,76.03999999999999,1107.0,0.0,1.0,0.0
California State University-Sacramento,48.120000000000005,117888.0,29228.0,21576.0,53.580000000000005,83.09,84.11999999999999,1033.0,0.0,0.0,1.0
Otterbein University,50.470000000000006,97500.0,2233.0,45773.0,65.71000000000001,76.06,78.01,1158.0,0.0,1.0,0.0
Rabbinical College Bobover Yeshiva Bnei Zion,33.33,46260.0,379.0,14878.0,89.13,63.398698158894376,95.45,1032.2357275317706,0.0,1.0,0.0
Jacksonville University,63.01,90396.0,2737.0,54991.0,51.4,77.74,69.1,1115.0,0.0,1.0,0.0
Eastern Kentucky University,60.0,85752.0,11255.0,23384.0,45.22,97.95,79.47999999999999,1116.0,0.0,0.0,1.0
Crowley's Ridge College,44.74,49584.0,172.0,23348.0,38.71,69.1552550621108,74.07000000000001,1024.8204917206747,0.0,1.0,0.0
Le Moyne College,53.96,105192.0,2674.0,49194.0,78.29,74.74,82.92,1165.0,0.0,1.0,0.0
Colorado Christian University,17.169999999999998,80136.0,4804.0,46894.0,60.79,65.67458477811634,82.37,1088.9791268425913,0.0,1.0,0.0
Colgate University,92.44,145032.0,3032.0,75000.0,90.87,27.47,93.51,1404.0,0.0,1.0,0.0
St. Mary's College of Maryland,72.34,95064.0,1467.0,30610.0,71.69,79.03,82.5,1190.0,0.0,0.0,1.0
Georgia Southern University,83.7,96324.0,22275.0,22608.0,53.66,91.17,78.97,1083.0,0.0,0.0,1.0
Strayer University-West Virginia,11.76,154932.0,307.0,27539.59532353704,40.171175473389816,67.5195926164748,60.71704137909961,1318.0322100907085,1.0,0.0,0.0
Fort Valley State University,74.52,80160.0,2767.0,20264.0,43.32,72.32,73.37,1052.1582187572442,0.0,0.0,1.0
Warren Wilson College,60.78,67956.0,625.0,52526.0,41.88,84.84,56.6,1220.0,0.0,1.0,0.0
University of Pittsburgh-Greensburg,84.21,88440.0,1398.0,27461.0,36.17,90.02,67.64,1085.0,0.0,0.0,1.0
The College of Saint Rose,52.6,94716.0,2239.0,48125.0,58.91,81.88,73.44000000000001,1144.4224307536044,0.0,1.0,0.0
Rochester University,59.650000000000006,75300.0,920.0,33013.0,41.54,99.43,60.29,967.0,0.0,1.0,0.0
Southern University and A & M College,93.31,84504.0,5350.0,23592.0,28.22,43.45,60.08,975.0,0.0,0.0,1.0
Kuyper College,40.0,68808.0,122.0,33168.0,41.510000000000005,59.38,81.82000000000001,1053.0,0.0,1.0,0.0
Chadron State College,100.0,89460.0,1651.0,22030.0,41.96,92.48523222483043,68.72,1070.499196613574,0.0,0.0,1.0
University of South Carolina-Columbia,72.43,131196.0,27053.0,28602.0,78.01,68.35,89.86,1268.0,0.0,0.0,1.0
Mount Aloysius College,36.42,81384.0,1082.0,36886.0,46.07,95.24,75.89,1065.7556053393844,0.0,1.0,0.0
Kansas City Art Institute,51.82,90648.0,696.0,54227.0,57.46,59.1,65.03,1183.3499538159863,0.0,1.0,0.0
Hanover College,93.58,94740.0,1025.0,52998.0,71.67,69.32000000000001,84.43,1195.0,0.0,1.0,0.0
Oklahoma Wesleyan University,40.0,70188.0,790.0,40883.0,36.02,82.66,62.260000000000005,1056.0,0.0,1.0,0.0
Brevard College,100.0,62916.0,815.0,43036.0,38.99,45.24,60.0,1080.6905524701315,0.0,1.0,0.0
College for Creative Studies,100.0,126876.0,1392.0,57085.0,54.74,55.38,69.69,1194.6333151445256,0.0,1.0,0.0
Old Dominion University,94.25,106260.0,19391.0,25722.0,52.73,95.41,76.38000000000001,1071.0,0.0,0.0,1.0
Toccoa Falls College,38.36,67116.0,840.0,37297.0,49.38,57.73,58.49,1069.5211001995935,0.0,1.0,0.0
William Paterson University of New Jersey,97.99,139476.0,7936.0,25327.0,55.54,80.62,90.14,1169.8799553428973,0.0,0.0,1.0
Robert Morris University,100.0,155604.0,3296.0,47724.0,69.23,85.63,80.57,1140.0,0.0,1.0,0.0
Pacific Northwest College of Art,19.3,68412.0,445.0,54345.0,42.47,95.97,49.07,1106.9156588898632,0.0,1.0,0.0
Clarks Summit University,100.0,53640.0,483.0,33826.0,68.17999999999999,61.89,78.69,1055.184498754901,0.0,1.0,0.0
Inter American University of Puerto Rico-Arecibo,100.0,67872.0,2955.0,13419.0,32.84,38.99,72.5,1092.673723081864,0.0,1.0,0.0
University of California-Berkeley,69.81,216324.0,30796.0,39016.0,92.34,17.48,96.14,1437.0,0.0,0.0,1.0
SUNY Cortland,58.95,82512.0,6243.0,25585.0,67.31,52.2,84.76,1164.0,0.0,0.0,1.0
Trinity Christian College,48.7,85344.0,933.0,42996.0,63.68000000000001,63.66,80.0,1103.0,0.0,1.0,0.0
Nazareth College,41.83,97020.0,2138.0,51405.0,71.22,75.68,84.69,1126.8065278712195,0.0,1.0,0.0
Catawba College,68.17999999999999,85452.0,1312.0,44235.0,55.52,52.12,71.85000000000001,1038.0,0.0,1.0,0.0
University of Massachusetts-Amherst,80.9,152484.0,23884.0,31749.0,83.28999999999999,65.32,89.13,1307.0,0.0,0.0,1.0
Villanova University,65.60000000000001,135996.0,6980.0,73042.0,92.2,30.66,95.97,1406.0,0.0,1.0,0.0
Ashland University,33.660000000000004,83508.0,2462.0,33775.0,62.09,74.35000000000001,76.79,1105.0,0.0,1.0,0.0
La Salle University,46.89,109512.0,3205.0,45298.0,65.25999999999999,76.35,77.59,1115.385853373256,0.0,1.0,0.0
Vanguard University of Southern California,95.4,96876.0,1995.0,48086.0,62.62,49.99,74.64,1050.0,0.0,1.0,0.0
Trinity Washington University,29.25,90240.0,1415.0,32710.0,46.48,95.79,76.82,1102.2895136344969,0.0,1.0,0.0
Trinity International University-Florida,39.19862982460778,67032.0,99.0,25736.58091923071,50.284681336845374,71.2400702628313,100.0,1019.5842330559444,0.0,1.0,0.0
Covenant College,100.0,93840.0,842.0,49420.0,67.55,97.55,84.47,1209.0,0.0,1.0,0.0
South University-Tampa,33.03,82896.0,548.0,28397.0,13.04,89.21774171312279,50.0,1056.4328510346595,1.0,0.0,0.0
The College of Saint Scholastica,53.38,84516.0,2225.0,50923.0,68.63,73.31,83.52000000000001,1205.0,0.0,1.0,0.0
Linfield University-McMinnville Campus,98.21,85008.0,1389.0,58485.0,74.95,80.17999999999999,80.83,1143.0,0.0,1.0,0.0
SUNY College at Geneseo,67.23,92676.0,4820.0,26266.0,78.13,61.36000000000001,84.99,1234.0,0.0,0.0,1.0
