School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Monthly Salary,Student Enrollment Size,RetentionRate_4yr,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Female_Majority,MeanEarningsGenderDiff10
Felician University,NJ,Private NonProfit,31.730000000000004,7386.0,1954.0,79.0,49240.0,53.7,93.55,973.0,530.0,520.0,,47800.0,52800.0,True,1700.0
Fairleigh Dickinson University-Florham Campus,NJ,Private NonProfit,44.68,9372.0,2586.0,81.63,59190.0,63.4,86.32,,,,,42300.0,54400.0,True,9800.0
Georgian Court University,NJ,Private NonProfit,36.6,8340.0,1419.0,80.75,45458.0,57.02,80.9,1039.0,568.0,570.0,518.0,35700.0,43600.0,True,13900.0
Rowan University,NJ,Public,52.3,9054.0,15708.0,84.11,34987.0,68.07,78.01,1150.0,630.0,620.0,570.0,39800.0,55400.0,False,13600.0
New Jersey City University,NJ,Public,100.0,11077.0,5769.0,77.49000000000001,25328.0,35.74,96.33,,,,,37200.0,46000.0,True,8700.0
Kean University,NJ,Public,25.71,8684.0,11499.0,74.09,25863.0,50.03,78.05,1010.0,550.0,550.0,,38000.0,48400.0,True,11400.0
Monmouth University,NJ,Private NonProfit,100.0,9321.0,4245.0,80.38,55898.0,74.42999999999999,78.93,1130.0,600.0,610.0,560.0,42600.0,55900.0,True,11700.0
Montclair State University,NJ,Public,37.75,10812.0,16262.0,82.8,26067.0,67.95,82.66,,,,,38200.0,52400.0,True,9100.0
New Jersey Institute of Technology,NJ,Public,57.18,12497.0,8311.0,89.03,31511.0,70.0,66.03,1299.0,720.0,670.0,630.0,54800.0,70300.0,False,6000.0
Princeton University,NJ,Private NonProfit,82.77,20835.0,4688.0,83.3,74150.0,98.02,5.63,1506.0,800.0,770.0,790.0,73600.0,116300.0,True,53300.0
Rabbinical College of America,NJ,Private NonProfit,88.89,4973.0,248.0,71.74000000000001,23000.0,21.62,83.54,,,,,29300.0,37500.0,False,
Ramapo College of New Jersey,NJ,Public,100.0,12090.0,5146.0,85.42,29130.0,72.21,66.84,1140.0,610.0,610.0,,43100.0,56300.0,True,5500.0
Rider University,NJ,Private NonProfit,42.78,11068.0,3567.0,79.09,61693.0,64.86,75.66000000000001,1124.0,600.0,620.0,540.0,42200.0,54100.0,True,10900.0
Rutgers University-Camden,NJ,Public,48.2,12115.0,5387.0,85.39,29130.0,65.08,76.28,1075.0,580.0,590.0,550.0,48200.0,68100.0,True,13500.0
Rutgers University-New Brunswick,NJ,Public,60.18,12327.0,35428.0,93.23,32022.0,84.45,66.93,1301.0,730.0,680.0,660.0,48200.0,68100.0,True,13500.0
Rutgers University-Newark,NJ,Public,67.47999999999999,14184.0,8887.0,86.7,27960.0,65.05,74.09,1088.0,590.0,580.0,550.0,48200.0,68100.0,True,13500.0
Saint Peter's University,NJ,Private NonProfit,36.82,8233.0,2124.0,74.7,47570.0,55.09,84.64,,,,490.0,38200.0,50900.0,True,6900.0
Seton Hall University,NJ,Private NonProfit,92.78,9912.0,5822.0,84.23,60646.0,71.58,78.23,1244.0,660.0,650.0,,48200.0,63700.0,True,10500.0
Saint Elizabeth University,NJ,Private NonProfit,28.29,7493.0,754.0,76.33,51068.0,51.06,75.38,,,,450.0,39600.0,49200.0,True,
Stevens Institute of Technology,NJ,Private NonProfit,100.0,15374.0,3787.0,93.29,70591.0,87.72,53.06,1415.0,770.0,710.0,,67900.0,91900.0,False,6000.0
Stockton University,NJ,Public,48.42,9963.0,8825.0,84.63000000000001,30721.0,73.75,77.31,1108.0,590.0,600.0,570.0,37300.0,50700.0,True,12000.0
Talmudical Academy-New Jersey,NJ,Private NonProfit,,2272.0,63.0,83.33,20700.0,0.0,100.0,,,,,,,False,
Thomas Edison State University,NJ,Public,,,9357.0,,,,,,,,,50900.0,57300.0,False,31000.0
The College of New Jersey,NJ,Public,45.8,10903.0,7039.0,93.82,35502.0,86.46000000000001,51.24999999999999,1240.0,670.0,650.0,650.0,49000.0,64900.0,True,15600.0
William Paterson University of New Jersey,NJ,Public,97.99,11623.0,7936.0,90.14,25327.0,55.54,80.62,,,,,37300.0,49100.0,True,7900.0
Eastern New Mexico University-Main Campus,NM,Public,72.91,7109.0,3129.0,61.09,17897.0,36.15,50.6,1051.0,570.0,590.0,,29200.0,34800.0,True,14300.0
Institute of American Indian and Alaska Native Culture and Arts Development,NM,Public,100.0,7061.0,311.0,43.86,22036.0,33.33,100.0,,,,,17800.0,18000.0,True,
New Mexico Highlands University,NM,Public,95.71,6450.0,1646.0,63.63999999999999,18299.0,28.73,,,,,,29600.0,37800.0,True,2500.0
New Mexico Institute of Mining and Technology,NM,Public,77.53,8842.0,1190.0,80.80000000000001,22878.0,54.06999999999999,96.58,1263.0,700.0,670.0,,49000.0,58500.0,False,9000.0
University of New Mexico-Main Campus,NM,Public,89.99000000000001,9462.0,15776.0,76.97,19351.0,53.900000000000006,96.34,1101.0,620.0,630.0,,32600.0,43900.0,True,11400.0
New Mexico State University-Main Campus,NM,Public,76.67,8977.0,11107.0,75.49,19760.0,51.080000000000005,62.67,1050.0,570.0,580.0,520.0,29700.0,40300.0,True,13300.0
University of the Southwest,NM,Private NonProfit,100.0,3984.0,370.0,74.14,27310.0,25.53,,,,,,34500.0,41000.0,False,17900.0
Western New Mexico University,NM,Public,42.86,6752.0,1534.0,64.14,17772.0,27.99,,,,,,29400.0,35800.0,True,10900.0
Vaughn College of Aeronautics and Technology,NY,Private NonProfit,100.0,9723.0,1438.0,77.61,46339.0,38.080000000000005,,,,,,42300.0,59000.0,False,3700.0
Adelphi University,NY,Private NonProfit,36.49,12839.0,5076.0,82.12,53535.0,72.58,74.61,1162.0,630.0,620.0,620.0,49400.0,63000.0,True,8100.0
Albany College of Pharmacy and Health Sciences,NY,Private NonProfit,76.14999999999999,9337.0,683.0,85.41,50326.0,74.65,75.19,1238.0,660.0,640.0,610.0,94500.0,114200.0,True,9000.0
Alfred University,NY,Private NonProfit,80.60000000000001,6608.0,1572.0,67.03,50643.0,60.74,64.11,1102.0,600.0,600.0,540.0,34900.0,47300.0,False,16900.0
Bard College,NY,Private NonProfit,63.27,11470.0,1932.0,80.28999999999999,74464.0,73.57000000000001,56.95,,,,,31000.0,43700.0,True,7600.0
Barnard College,NY,Private NonProfit,78.09,14167.0,2744.0,92.78,77758.0,90.0,13.6,1447.0,770.0,748.0,740.0,52800.0,69700.0,True,
Berkeley College-New York,NY,Private ForProfit,100.0,7560.0,2248.0,67.95,35385.0,31.480000000000004,,,,,,33700.0,44600.0,True,4600.0
Beth Hamedrash Shaarei Yosher Institute,NY,Private NonProfit,,3801.0,96.0,89.66,15650.0,66.67,72.22,,,,,,,False,
Phillips School of Nursing at Mount Sinai Beth Israel,NY,Private NonProfit,11.54,9569.0,254.0,,,100.0,,,,,,64900.0,85600.0,True,
Boricua College,NY,Private NonProfit,69.23,4396.0,510.0,87.1,22086.0,87.38,,,,,,26400.0,35000.0,True,4600.0
Canisius College,NY,Private NonProfit,44.52,8410.0,1957.0,81.52000000000001,39217.0,68.94,76.02,1152.0,620.0,620.0,,37900.0,51100.0,False,8400.0
Cazenovia College,NY,Private NonProfit,100.0,7303.0,747.0,65.14,51761.0,57.74,72.18,1003.0,550.0,566.0,,30700.0,38800.0,True,12000.0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,Private NonProfit,68.75,3582.0,513.0,65.25999999999999,23867.0,16.470000000000002,95.24,,,,,29800.0,37100.0,False,
Clarkson University,NY,Private NonProfit,68.27,11114.0,2867.0,87.2,69456.0,75.62,77.99000000000001,1259.0,690.0,660.0,600.0,56400.0,74200.0,False,13600.0
Colgate University,NY,Private NonProfit,92.44,12086.0,3032.0,93.51,75000.0,90.87,27.47,1404.0,750.0,720.0,,54300.0,81100.0,True,13200.0
Metropolitan College of New York,NY,Private NonProfit,15.03,8820.0,509.0,50.0,34022.0,28.57,40.41,,,,,33900.0,40100.0,True,6600.0
Columbia University in the City of New York,NY,Private NonProfit,48.78,19660.0,8148.0,95.27,79750.0,96.21,6.660000000000001,1517.0,800.0,770.0,790.0,77900.0,115600.0,False,42200.0
Cooper Union for the Advancement of Science and Art,NY,Private NonProfit,27.500000000000004,12513.0,806.0,84.85000000000001,61775.0,79.44,17.51,1422.0,790.0,710.0,,49800.0,68600.0,False,18400.0
Cornell University,NY,Private NonProfit,92.53,15241.0,14741.0,95.77,75204.0,95.36,10.71,1480.0,790.0,750.0,,76300.0,101200.0,True,27500.0
CUNY Bernard M Baruch College,NY,Public,42.36,12178.0,15456.0,87.62,13569.0,72.53,40.71,1268.0,710.0,650.0,,47500.0,63600.0,False,9900.0
CUNY Brooklyn College,NY,Public,37.98,11923.0,14054.0,82.19,13802.0,54.49,49.74,1105.0,600.0,580.0,,36900.0,48800.0,True,7900.0
College of Staten Island CUNY,NY,Public,37.21,11767.0,11345.0,81.14,15176.0,31.27,,,,,,33900.0,47500.0,True,10500.0
CUNY City College,NY,Public,41.92,12493.0,11967.0,80.08999999999999,13667.0,59.72,50.54,1164.0,650.0,610.0,,36800.0,50900.0,True,9100.0
CUNY Graduate School and University Center,NY,Public,37.22,13204.0,2658.0,,,,,,,,,52400.0,61600.0,True,
CUNY Hunter College,NY,Public,33.35,12214.0,16921.0,83.81,13219.0,55.88999999999999,40.48,1259.0,690.0,650.0,,39300.0,51800.0,True,6000.0
CUNY John Jay College of Criminal Justice,NY,Public,36.61,11422.0,13324.0,83.09,13549.0,50.63,37.43,1093.0,580.0,580.0,,33800.0,50000.0,True,12800.0
CUNY Lehman College,NY,Public,38.04,11218.0,12087.0,80.60000000000001,13704.0,53.18000000000001,47.010000000000005,1020.0,540.0,540.0,,36700.0,47500.0,True,5800.0
CUNY Medgar Evers College,NY,Public,42.03,11077.0,4793.0,49.16,15448.0,21.1,78.48,,,,,30000.0,39400.0,True,5300.0
CUNY New York City College of Technology,NY,Public,27.97,11207.0,14615.0,61.71,13563.0,18.49,79.07,,,,,32900.0,44700.0,False,6900.0
CUNY Queens College,NY,Public,40.93,11635.0,15735.0,83.26,13768.0,53.37,53.49,1122.0,600.0,590.0,,37200.0,52900.0,True,14200.0
CUNY York College,NY,Public,32.62,11131.0,6283.0,62.91,13948.0,31.56,52.76,960.0,530.0,520.0,,33600.0,45300.0,True,9200.0
D'Youville College,NY,Private NonProfit,71.03,8030.0,1431.0,73.15,38790.0,59.59,83.07,1064.0,580.0,570.0,530.0,50600.0,51700.0,True,12200.0
Daemen University,NY,Private NonProfit,52.13,6999.0,1608.0,79.13,40900.0,57.76,61.78,,,,,46400.0,48200.0,True,400.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,Private NonProfit,,4237.0,43.0,90.91,21683.0,16.669999999999998,88.24,,,,,,,False,
Dominican College of Blauvelt,NY,Private NonProfit,36.2,8459.0,1304.0,73.38,43424.0,47.75,74.62,,,,480.0,44200.0,52500.0,True,400.0
Elmira College,NY,Private NonProfit,57.69,5484.0,713.0,68.66,48133.0,67.78,83.13000000000001,1103.0,650.0,652.0,,36800.0,48500.0,True,11800.0
Five Towns College,NY,Private ForProfit,20.16,5315.0,604.0,67.44,35154.0,46.28,47.0,,,,,26300.0,40100.0,False,10000.0
Fordham University,NY,Private NonProfit,100.0,14280.0,9099.0,89.42,71388.0,83.17,52.53,1334.0,710.0,700.0,680.0,53600.0,67000.0,True,13000.0
Hamilton College,NY,Private NonProfit,85.61,11577.0,1901.0,92.18,72190.0,90.6,18.41,1462.0,760.0,750.0,,55300.0,74300.0,True,12400.0
Hartwick College,NY,Private NonProfit,100.0,7953.0,1199.0,74.47,60479.0,57.99999999999999,93.1,1107.0,590.0,590.0,,38300.0,49500.0,True,11000.0
Hilbert College,NY,Private NonProfit,45.05,5780.0,735.0,70.63000000000001,31358.0,56.79,91.71,,,,,33300.0,47700.0,True,14000.0
Hobart William Smith Colleges,NY,Private NonProfit,87.21,8537.0,1812.0,80.53,74375.0,76.79,61.84,1279.0,670.0,670.0,,46500.0,62700.0,True,9100.0
Hofstra University,NY,Private NonProfit,43.3,13729.0,6065.0,81.74,62917.0,64.73,69.11,,,,,42800.0,59900.0,True,10500.0
Houghton College,NY,Private NonProfit,58.57,5900.0,838.0,87.72,44952.0,64.83,79.97999999999999,,,,,33300.0,42400.0,True,13900.0
Iona College,NY,Private NonProfit,59.09,10022.0,2667.0,77.07000000000001,54052.0,59.75,85.95,1107.0,590.0,600.0,,45900.0,60900.0,False,4900.0
Ithaca College,NY,Private NonProfit,78.79,9180.0,4934.0,77.09,64006.0,77.52,75.68,,,,,41200.0,57600.0,True,5400.0
Jewish Theological Seminary of America,NY,Private NonProfit,55.22,12200.0,132.0,78.95,79512.0,89.47,58.330000000000005,1468.0,770.0,770.0,720.0,,,True,
The Juilliard School,NY,Private NonProfit,39.09,8131.0,492.0,93.97,73642.0,93.75,7.64,,,,,30900.0,47300.0,False,2800.0
Kehilath Yakov Rabbinical Seminary,NY,Private NonProfit,,2139.0,158.0,90.7,14125.0,60.0,,,,,,,,False,
Keuka College,NY,Private NonProfit,100.0,5651.0,1300.0,64.77000000000001,50240.0,53.13,90.91,,,,,42300.0,46700.0,True,5900.0
LIM College,NY,Private ForProfit,6.4,6277.0,1345.0,63.16,47961.0,53.09,84.05,,,,530.0,42300.0,48900.0,True,
Le Moyne College,NY,Private NonProfit,53.96,8766.0,2674.0,82.92,49194.0,78.29,74.74,1165.0,630.0,620.0,,42200.0,55600.0,True,12400.0
Long Island University,NY,Private NonProfit,43.93,12263.0,6000.0,76.73,50591.0,44.34,85.00999999999999,1194.0,650.0,640.0,550.0,41500.0,58400.0,True,10100.0
Machzikei Hadath Rabbinical College,NY,Private NonProfit,,4850.0,158.0,97.06,17687.0,47.22,94.74,,,,,,,False,
Manhattan College,NY,Private NonProfit,52.26,11397.0,3352.0,83.1,57992.0,70.28,77.64999999999999,,,,590.0,54000.0,70800.0,False,19400.0
Manhattan School of Music,NY,Private NonProfit,28.39,7121.0,497.0,97.39,70925.0,74.33999999999999,41.56,,,,,23700.0,40700.0,True,
Manhattanville College,NY,Private NonProfit,35.67,8616.0,1373.0,79.7,51214.0,63.88,89.81,,,,,39500.0,50700.0,True,3900.0
Marist College,NY,Private NonProfit,43.23,9758.0,5210.0,88.29,60670.0,84.74000000000001,55.05,,,,,48200.0,62600.0,True,15100.0
Marymount Manhattan College,NY,Private NonProfit,24.65,8590.0,1662.0,67.14,59167.0,57.98,88.18,1109.0,620.0,580.0,580.0,34000.0,45500.0,True,-1200.0
Medaille College,NY,Private NonProfit,28.93,5645.0,1394.0,54.620000000000005,36840.0,37.31,71.8,,,,,35400.0,44200.0,True,12000.0
Mercy College,NY,Private NonProfit,24.34,9490.0,6409.0,73.57000000000001,29754.0,48.17,81.96,1025.0,550.0,560.0,,37800.0,44600.0,True,6500.0
Mesivta Torah Vodaath Rabbinical Seminary,NY,Private NonProfit,,2014.0,364.0,92.31,20260.0,37.5,90.0,,,,,,,False,
Mesivtha Tifereth Jerusalem of America,NY,Private NonProfit,,3873.0,44.0,75.0,16750.0,8.7,84.21,,,,,,,False,
Molloy College,NY,Private NonProfit,27.26,10871.0,3401.0,87.69,46531.0,72.86,74.14,1172.0,630.0,620.0,560.0,55400.0,64100.0,True,10800.0
Mount Saint Mary College,NY,Private NonProfit,36.11,8887.0,1780.0,77.98,47103.0,60.49,90.17,1080.0,570.0,580.0,,42900.0,51700.0,True,3100.0
College of Mount Saint Vincent,NY,Private NonProfit,25.17,8918.0,2235.0,75.51,51240.0,62.67,92.68,1002.0,540.0,550.0,490.0,46200.0,61000.0,True,3900.0
Nazareth College,NY,Private NonProfit,41.83,8085.0,2138.0,84.69,51405.0,71.22,75.68,,,,,39500.0,45800.0,True,12900.0
The New School,NY,Private NonProfit,19.55,11989.0,6339.0,70.53,71907.0,69.13,69.1,1269.0,680.0,680.0,,41300.0,55200.0,True,7200.0
New York University,NY,Private NonProfit,99.44,15475.0,27276.0,90.12,73759.0,87.78,21.09,1458.0,800.0,740.0,730.0,55900.0,78600.0,True,22600.0
Niagara University,NY,Private NonProfit,100.0,9228.0,2719.0,80.47999999999999,47384.0,77.36,92.41,1118.0,600.0,600.0,,37000.0,45300.0,True,8700.0
New York Institute of Technology,NY,Private NonProfit,32.87,12204.0,3414.0,76.35,49465.0,50.0,74.68,1190.0,660.0,630.0,,45500.0,68100.0,False,14600.0
New York School of Interior Design,NY,Private NonProfit,4.55,,401.0,66.67,53522.0,61.53999999999999,67.25,,,,630.0,40100.0,53300.0,True,
Nyack College,NY,Private NonProfit,35.08,7051.0,1171.0,57.830000000000005,38589.0,42.92,97.32,965.0,540.0,535.0,,38500.0,46700.0,True,7900.0
Ohr Hameir Theological Seminary,NY,Private NonProfit,,4985.0,92.0,,,0.0,100.0,,,,,,,False,
Pace University,NY,Private NonProfit,100.0,12427.0,7710.0,73.42,63709.0,58.51,82.87,1163.0,610.0,630.0,,47400.0,66800.0,True,14500.0
Paul Smiths College of Arts and Science,NY,Private NonProfit,78.95,5309.0,665.0,73.19,47001.0,54.73,67.42,,,,,31100.0,38400.0,False,12300.0
Davis College,NY,Private NonProfit,,5556.0,43.0,,26841.0,43.75,28.57,,,,,21600.0,33400.0,False,11100.0
Pratt Institute-Main,NY,Private NonProfit,16.14,11271.0,3101.0,74.62,69497.0,71.25,65.94,1245.0,680.0,660.0,610.0,40200.0,48900.0,True,9600.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,Private NonProfit,,5634.0,138.0,83.33,19450.0,32.14,97.96,,,,,,,False,
Rabbinical College Bobover Yeshiva Bnei Zion,NY,Private NonProfit,33.33,3855.0,379.0,95.45,14878.0,89.13,,,,,,22900.0,32700.0,False,
Rabbinical Seminary Mkor Chaim,NJ,Private NonProfit,,889.0,34.0,,,0.0,100.0,,,,,,,False,
Rabbinical College of Long Island,NY,Private NonProfit,100.0,5023.0,160.0,94.74,17700.0,,80.0,,,,,,,False,
Rabbinical Seminary of America,NY,Private NonProfit,92.86,2382.0,281.0,20.62,19100.0,26.790000000000003,98.28,,,,,,,False,
Rensselaer Polytechnic Institute,NY,Private NonProfit,88.2,13112.0,6265.0,90.93,73816.0,86.92,57.26,1410.0,780.0,720.0,,66700.0,86000.0,False,15400.0
Roberts Wesleyan College,NY,Private NonProfit,95.0,6454.0,1197.0,82.73,45599.0,58.98,75.81,1146.0,630.0,620.0,570.0,39100.0,45700.0,True,10600.0
Rochester Institute of Technology,NY,Private NonProfit,71.55,10551.0,12489.0,86.41,61063.0,71.44,73.86,1341.0,730.0,690.0,630.0,50600.0,67800.0,False,24200.0
University of Rochester,NY,Private NonProfit,93.46,12851.0,6299.0,92.06,75190.0,85.82,35.43,1429.0,790.0,720.0,,49300.0,74300.0,True,7300.0
Russell Sage College,NY,Private NonProfit,86.47,6261.0,1235.0,77.35,46287.0,61.84,74.31,,,,,39400.0,47100.0,True,5600.0
St Bonaventure University,NY,Private NonProfit,65.83,6575.0,1803.0,85.98,50646.0,73.79,76.31,1151.0,618.0,610.0,550.0,37700.0,52700.0,False,9000.0
St. Francis College,NY,Private NonProfit,25.8,8833.0,2637.0,73.41,32776.0,53.92,84.52,964.0,560.0,470.0,500.0,37700.0,50300.0,True,6600.0
St Lawrence University,NY,Private NonProfit,80.60000000000001,10207.0,2256.0,88.1,73045.0,79.83,47.260000000000005,1301.0,680.0,680.0,,43400.0,60100.0,True,18500.0
The College of Saint Rose,NY,Private NonProfit,52.6,7893.0,2239.0,73.44000000000001,48125.0,58.91,81.88,,,,,36400.0,44800.0,True,7000.0
St. Thomas Aquinas College,NY,Private NonProfit,39.01,9005.0,1095.0,75.31,47572.0,60.52,86.83999999999999,1036.0,580.0,570.0,510.0,36400.0,50500.0,False,6600.0
Sarah Lawrence College,NY,Private NonProfit,38.87,10229.0,1290.0,70.1,74123.0,72.47,54.63,1333.0,690.0,720.0,,31400.0,48000.0,True,9600.0
Sh'or Yoshuv Rabbinical College,NY,Private NonProfit,86.67,4939.0,178.0,100.0,,16.669999999999998,100.0,,,,,,,False,
Siena College,NY,Private NonProfit,63.33,8897.0,3266.0,89.66,58200.0,80.82000000000001,80.66,,,,,46000.0,62300.0,True,11700.0
Skidmore College,NY,Private NonProfit,82.34,10120.0,2574.0,87.59,74140.0,86.19,32.17,1324.0,703.0,700.0,670.0,41900.0,57000.0,True,12900.0
St. Joseph's University-New York,NY,Private NonProfit,100.0,9147.0,3879.0,83.93,35122.0,70.36,70.67,1120.0,600.0,600.0,540.0,41600.0,53900.0,True,14100.0
Saint John Fisher College,NY,Private NonProfit,100.0,8684.0,2679.0,89.52,49242.0,71.81,68.41000000000001,1161.0,630.0,610.0,560.0,43400.0,52500.0,True,12000.0
St. John's University-New York,NY,Private NonProfit,44.98,12415.0,10350.0,83.17,55877.0,64.36,75.07000000000001,1198.0,660.0,640.0,,48100.0,62400.0,True,7100.0
SUNY College of Technology at Canton,NY,Public,64.74,6822.0,3033.0,70.26,23026.0,40.91,83.00999999999999,1029.0,570.0,560.0,,31500.0,39600.0,True,12300.0
SUNY College of Agriculture and Technology at Cobleskill,NY,Public,66.23,6721.0,2073.0,76.02,25633.0,43.21,80.0,1010.0,550.0,560.0,,29700.0,39500.0,True,11100.0
Farmingdale State College,NY,Public,32.46,8418.0,9462.0,82.84,16856.0,53.2,60.16,1075.0,580.0,570.0,,44800.0,55800.0,False,9200.0
SUNY at Albany,NY,Public,59.81999999999999,9904.0,13051.0,83.04,26563.0,65.0,57.15,1177.0,630.0,620.0,,41000.0,57600.0,True,10800.0
Binghamton University,NY,Public,72.63,10035.0,14300.0,92.02,28010.0,81.72,43.03,1376.0,740.0,710.0,670.0,47700.0,68100.0,True,11300.0
University at Buffalo,NY,Public,65.45,10664.0,22059.0,86.94,26958.0,75.11,66.95,1230.0,670.0,640.0,,46100.0,62100.0,False,12000.0
Stony Brook University,NY,Public,63.0,12468.0,17962.0,90.18,26270.0,76.28,48.91,1337.0,750.0,690.0,660.0,44000.0,62600.0,True,9200.0
SUNY College of Environmental Science and Forestry,NY,Public,80.24,8799.0,1714.0,86.36,29680.0,77.2,60.17,1237.0,650.0,650.0,,36000.0,49800.0,False,13100.0
SUNY Polytechnic Institute,NY,Public,54.88,9553.0,2097.0,82.43,23194.0,53.6,73.3,1177.0,690.0,660.0,,45200.0,55900.0,False,12600.0
SUNY Brockport,NY,Public,60.4,7639.0,6239.0,75.58,24340.0,65.81,58.10999999999999,1089.0,580.0,580.0,530.0,36200.0,45500.0,True,10600.0
SUNY Buffalo State,NY,Public,49.72,7954.0,7207.0,64.52,23111.0,40.41,80.07,960.0,530.0,530.0,,33700.0,42200.0,True,11300.0
SUNY Cortland,NY,Public,58.95,6876.0,6243.0,84.76,25585.0,67.31,52.2,1164.0,610.0,610.0,,38100.0,49200.0,True,11100.0
SUNY at Fredonia,NY,Public,58.81,7186.0,3829.0,76.88000000000001,23327.0,62.45,72.25,1112.0,600.0,610.0,,32900.0,44700.0,True,9400.0
SUNY College at Geneseo,NY,Public,67.23,7723.0,4820.0,84.99,26266.0,78.13,61.36000000000001,1234.0,660.0,650.0,,39400.0,53400.0,True,10800.0
State University of New York at New Paltz,NY,Public,53.510000000000005,7441.0,6445.0,87.01,25615.0,75.86,62.02,1187.0,630.0,630.0,600.0,36000.0,48700.0,True,7100.0
SUNY Oneonta,NY,Public,62.55,6915.0,6178.0,83.17999999999999,25628.0,75.61,62.95,1034.0,561.0,560.0,,35600.0,46700.0,True,7200.0
SUNY College at Oswego,NY,Public,67.03,7258.0,6623.0,81.34,24970.0,64.83,68.89999999999999,1112.0,590.0,600.0,,35800.0,47100.0,True,9700.0
SUNY College at Potsdam,NY,Public,73.82,6504.0,2824.0,79.67999999999999,23964.0,50.370000000000005,71.66,,,,,31100.0,41300.0,True,10100.0
SUNY at Purchase College,NY,Public,41.0,7503.0,3528.0,78.58000000000001,27991.0,61.29,73.7,1213.0,620.0,660.0,,31300.0,41300.0,True,4200.0
SUNY College at Old Westbury,NY,Public,45.05,9061.0,4543.0,74.67,19786.0,48.8,53.080000000000005,1015.0,550.0,550.0,510.0,37200.0,47500.0,True,7300.0
SUNY College at Plattsburgh,NY,Public,63.48,7162.0,4603.0,79.27,25786.0,67.31,61.03,1078.0,580.0,590.0,,34800.0,46200.0,True,10200.0
SUNY Downstate Health Sciences University,NY,Public,74.72,12323.0,187.0,,,,,,,,,80400.0,169600.0,True,82300.0
SUNY Empire State College,NY,Public,22.53,7486.0,8221.0,64.91,19726.0,27.03,,,,,,42200.0,46800.0,True,16900.0
SUNY Maritime College,NY,Public,73.33,7473.0,1508.0,78.49000000000001,26864.0,72.21,72.71,1153.0,620.0,610.0,550.0,66500.0,86200.0,False,
Upstate Medical University,NY,Public,72.38,6887.0,205.0,,,,,,,,,65700.0,117300.0,True,43700.0
Syracuse University,NY,Private NonProfit,68.85,12110.0,14252.0,88.75,72780.0,83.17999999999999,68.72,,,,640.0,48700.0,69200.0,True,9900.0
Talmudical Seminary Oholei Torah,NY,Private NonProfit,76.47,5163.0,331.0,82.0,22246.0,10.91,83.93,,,,,28000.0,30500.0,False,
Talmudical Institute of Upstate New York,NY,Private NonProfit,,,8.0,100.0,14550.0,0.0,100.0,,,,,,,False,
Torah Temimah Talmudical Seminary,NY,Private NonProfit,,4447.0,45.0,71.43,29610.0,33.33,71.43,,,,,,,False,
Touro College,NY,Private NonProfit,42.69,8370.0,4786.0,90.46,33523.0,62.63,75.98,,,,,40600.0,41400.0,True,14900.0
Excelsior College,NY,Private NonProfit,,,19624.0,,,,,,,,,60200.0,,False,
Union College,NY,Private NonProfit,87.1,11247.0,2035.0,88.0,69879.0,85.79,41.260000000000005,1339.0,720.0,680.0,,51400.0,80200.0,False,15300.0
United Talmudical Seminary,NY,Private NonProfit,52.51,3296.0,2168.0,92.87,23926.0,50.29,,,,,,16100.0,26100.0,False,
United States Merchant Marine Academy,NY,Public,78.68,10467.0,1028.0,91.24,9565.0,82.33,24.11,1288.0,690.0,670.0,,78600.0,98600.0,False,
United States Military Academy,NY,Public,100.0,10120.0,4536.0,98.55,,85.05,8.64,1359.0,740.0,700.0,670.0,,,False,
Utica University,NY,Private NonProfit,40.58,7751.0,3108.0,78.02,34427.0,54.47,86.41,,,,,40600.0,48600.0,True,8400.0
Vassar College,NY,Private NonProfit,84.1,11788.0,2421.0,93.32,75203.0,87.61,24.54,1456.0,770.0,750.0,750.0,39400.0,61500.0,True,8800.0
Villa Maria College,NY,Private NonProfit,26.8,4923.0,504.0,58.1,30460.0,29.520000000000003,78.74,,,,,25400.0,30000.0,True,2300.0
School of Visual Arts,NY,Private ForProfit,18.95,4094.0,3192.0,77.45,65272.0,71.53,71.53,1205.0,680.0,650.0,600.0,34800.0,47800.0,True,8500.0
Wagner College,NY,Private NonProfit,98.52,7929.0,1635.0,74.51,61877.0,72.56,70.43,,,,,48300.0,64700.0,True,4300.0
Webb Institute,NY,Private NonProfit,56.25,10349.0,101.0,92.31,72690.0,83.33,21.02,1489.0,790.0,740.0,730.0,,,False,
Wells College,NY,Private NonProfit,62.0,6685.0,356.0,52.27,46640.0,55.83,64.36,,,,530.0,29100.0,39200.0,True,
The College of Westchester,NY,Private ForProfit,28.57,6118.0,829.0,72.46000000000001,29294.0,51.11,88.37,,,,,29700.0,42500.0,True,5100.0
Yeshiva Karlin Stolin,NY,Private NonProfit,,7060.0,132.0,52.38,18200.0,50.0,,,,,,,,False,
Yeshiva Derech Chaim,NY,Private NonProfit,61.9,7038.0,84.0,59.09,20207.0,18.18,56.36,,,,,,,False,
