School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,Completion Rate,Admission Rate (%),Retention Rate,Female_Majority,SAT Average,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Ivy League Plus
University of Delaware,DE,Public,97.98,158328.0,18618.0,28708.0,82.49,65.99000000000001,89.7,True,1254.0,48100.0,64000.0,0
Goldey-Beacom College,DE,Private NonProfit,28.09,101208.0,676.0,39197.0,51.24999999999999,55.21,76.28,True,,40200.0,48800.0,0
Wesley College,DE,Private NonProfit,100.0,84864.0,790.0,40704.0,32.23,58.59,48.97,True,933.0,33600.0,45700.0,0
Wilmington University,DE,Private NonProfit,6.67,91440.0,8713.0,18524.0,21.28,,50.28,True,,40800.0,46600.0,0
American University,DC,Private NonProfit,56.68,144396.0,7510.0,66416.0,79.11,38.65,84.77,True,1328.0,46700.0,67700.0,0
The Catholic University of America,DC,Private NonProfit,52.080000000000005,119292.0,3017.0,65857.0,74.22,82.23,85.54,True,,48400.0,60500.0,0
University of the District of Columbia,DC,Public,33.660000000000004,115548.0,3297.0,22638.0,22.84,,71.43,True,,32800.0,39400.0,0
Gallaudet University,DC,Private NonProfit,100.0,121104.0,1004.0,38892.0,43.65,62.62,74.32,True,904.0,25400.0,34300.0,0
George Washington University,DC,Private NonProfit,52.5,176688.0,11106.0,74023.0,85.21,43.04,88.03,True,1385.0,58600.0,82400.0,0
Georgetown University,DC,Private NonProfit,57.49999999999999,184716.0,7119.0,76280.0,94.22,16.81,93.92,True,1473.0,81100.0,125200.0,0
Howard University,DC,Private NonProfit,76.52,115656.0,7784.0,45971.0,64.01,38.64,89.99000000000001,True,1192.0,39500.0,54500.0,0
Strayer University-District of Columbia,DC,Private ForProfit,17.39,11916.0,610.0,,25.0,,,True,,38400.0,53500.0,0
Trinity Washington University,DC,Private NonProfit,29.25,90240.0,1415.0,32710.0,46.48,95.79,76.82,True,,37400.0,43100.0,0
The Baptist College of Florida,FL,Private NonProfit,100.0,58380.0,268.0,19926.0,50.0,75.56,75.0,False,1055.0,29300.0,36200.0,0
Barry University,FL,Private NonProfit,45.29,105660.0,3249.0,47118.0,36.17,65.3,68.12,True,,43700.0,50900.0,0
Bethune-Cookman University,FL,Private NonProfit,100.0,81240.0,2746.0,30219.0,33.06,97.73,73.17,True,919.0,26000.0,32300.0,0
Lynn University,FL,Private NonProfit,48.61,69276.0,2452.0,55651.0,58.650000000000006,78.68,72.55,True,,38600.0,46500.0,0
Albizu University-Miami,FL,Private NonProfit,100.0,66648.0,144.0,40503.0,50.0,78.72,100.0,True,,30200.0,34000.0,0
Johnson University Florida,FL,Private NonProfit,100.0,66060.0,159.0,27611.0,40.48,37.31,50.0,False,980.0,28200.0,31700.0,0
University of Central Florida,FL,Public,98.46,130176.0,61111.0,21309.0,74.0,45.17,92.15,True,1261.0,39900.0,51200.0,0
South University-West Palm Beach,FL,Private ForProfit,42.03,78744.0,415.0,28179.0,11.54,,25.0,True,,32500.0,40200.0,0
Eckerd College,FL,Private NonProfit,87.63,100500.0,1819.0,63342.0,64.51,68.58,79.81,True,,36000.0,46700.0,0
Edward Waters University,FL,Private NonProfit,100.0,59700.0,969.0,26503.0,27.92,57.03,53.59,False,903.0,22700.0,28700.0,0
Embry-Riddle Aeronautical University-Daytona Beach,FL,Private NonProfit,92.83,117336.0,6399.0,54724.0,61.51,60.6,79.3,False,1240.0,51400.0,70300.0,0
Florida Agricultural and Mechanical University,FL,Public,99.71,99168.0,7072.0,23312.0,55.23,32.98,85.44,True,1101.0,31800.0,44700.0,0
Florida Atlantic University,FL,Public,72.2,119652.0,24396.0,21761.0,55.92,74.78,81.67999999999999,True,1147.0,38800.0,48300.0,0
Flagler College,FL,Private NonProfit,48.06,90684.0,2671.0,35809.0,57.65,56.49,69.06,True,1125.0,34900.0,42200.0,0
AdventHealth University,FL,Private NonProfit,97.25,95388.0,1129.0,33648.0,35.21,90.87,80.0,True,1089.0,53500.0,58200.0,0
Florida Institute of Technology,FL,Private NonProfit,92.4,115668.0,3188.0,59433.0,60.31,70.37,82.0,False,1241.0,46900.0,61200.0,0
Florida International University,FL,Public,97.64,130632.0,41220.0,19384.0,66.97999999999999,57.88,91.06,True,1190.0,41500.0,52000.0,0
Florida Memorial University,FL,Private NonProfit,70.11,87132.0,887.0,28157.0,34.86,38.41,49.53,True,,23700.0,29600.0,0
Florida Southern College,FL,Private NonProfit,99.42,100884.0,2724.0,52794.0,68.35,50.370000000000005,80.91000000000001,True,1230.0,37400.0,44400.0,0
Florida State University,FL,Public,84.99,133920.0,32384.0,22278.0,84.16,32.45,94.5,True,1308.0,39700.0,53900.0,0
University of Florida,FL,Public,88.03,142800.0,34237.0,21151.0,88.64,31.130000000000003,97.34,True,1390.0,47700.0,65700.0,0
Full Sail University,FL,Private ForProfit,94.96,57000.0,23018.0,35865.0,43.7,,61.47,False,,34200.0,46000.0,0
AI Miami International University of Art and Design,FL,Private ForProfit,10.58,63336.0,820.0,27974.0,25.19,,57.97,True,,27900.0,34800.0,0
Jacksonville University,FL,Private NonProfit,63.01,90396.0,2737.0,54991.0,51.4,77.74,69.1,True,1115.0,48800.0,57100.0,0
Luther Rice College & Seminary,GA,Private NonProfit,68.28999999999999,46260.0,219.0,,25.0,44.440000000000005,,False,,41700.0,45400.0,0
Trinity International University-Florida,FL,Private NonProfit,,67032.0,99.0,,,,100.0,True,,35400.0,45400.0,0
University of Miami,FL,Private NonProfit,80.99,154248.0,11221.0,69563.0,82.89,33.09,90.6,True,1354.0,54500.0,72900.0,0
University of North Florida,FL,Public,96.39,98712.0,14308.0,19469.0,66.14999999999999,79.92,83.78,True,1144.0,37500.0,49200.0,0
Nova Southeastern University,FL,Private NonProfit,39.4,123504.0,6254.0,50429.0,62.3,76.24,80.2,True,1145.0,47800.0,55600.0,0
Palm Beach Atlantic University,FL,Private NonProfit,100.0,97320.0,2370.0,49839.0,56.7,91.71,73.44000000000001,True,1127.0,40600.0,48000.0,0
Ringling College of Art and Design,FL,Private NonProfit,67.80000000000001,103224.0,1623.0,69060.0,78.11,68.51,79.55,True,,36000.0,43100.0,0
Rollins College,FL,Private NonProfit,100.0,114156.0,2536.0,66805.0,80.74,60.81,87.41,True,,40300.0,53100.0,0
Saint Leo University,FL,Private NonProfit,22.33,97860.0,6745.0,38890.0,50.49,73.0,64.28,True,,39200.0,50500.0,0
University of South Florida,FL,Public,71.99,125580.0,37002.0,21134.0,73.66,49.24,91.81,True,1256.0,39400.0,48500.0,0
St. Thomas University,FL,Private NonProfit,100.0,108300.0,1636.0,46539.0,34.57,59.62,48.71,False,1004.0,44600.0,60500.0,0
Stetson University,FL,Private NonProfit,68.82000000000001,121620.0,3119.0,63006.0,64.25,81.49,76.23,True,,36500.0,51800.0,0
Southeastern University,FL,Private NonProfit,100.0,87780.0,5342.0,39276.0,47.89,42.66,66.27,True,1081.0,31200.0,37900.0,0
The University of Tampa,FL,Private NonProfit,100.0,112920.0,8645.0,46341.0,60.46,55.510000000000005,77.85,True,1174.0,42300.0,55100.0,0
Trinity Baptist College,FL,Private NonProfit,100.0,47760.0,323.0,22571.0,31.630000000000003,67.47999999999999,52.05,False,1006.0,24300.0,33300.0,0
Trinity College of Florida,FL,Private NonProfit,36.36,44160.0,210.0,25963.0,22.58,50.48,74.07000000000001,False,957.0,27700.0,33700.0,0
Warner University,FL,Private NonProfit,31.78,59532.0,815.0,34297.0,49.44,54.120000000000005,51.92,False,,35500.0,42500.0,0
Webber International University,FL,Private NonProfit,50.0,58416.0,735.0,42702.0,39.73,37.78,49.48,False,951.0,31900.0,40100.0,0
Rasmussen University-Florida,FL,Private ForProfit,9.86,85944.0,9008.0,23396.0,40.36,,50.0,True,,29900.0,34300.0,0
The University of West Florida,FL,Public,100.0,108552.0,9196.0,17716.0,48.16,57.56,84.48,True,1168.0,33600.0,43400.0,0
Agnes Scott College,GA,Private NonProfit,70.59,110460.0,980.0,55403.0,72.44,67.52,82.61,True,,33200.0,46300.0,0
The Art Institute of Atlanta,GA,Private ForProfit,23.53,64236.0,793.0,32980.0,16.86,,45.45,True,,27100.0,36000.0,0
Point University,GA,Private NonProfit,13.43,68304.0,895.0,34160.0,33.46,34.870000000000005,64.79,True,1007.0,30200.0,34700.0,0
Clark Atlanta University,GA,Private NonProfit,62.77,96120.0,3092.0,39194.0,42.35,59.05,63.470000000000006,True,974.0,28400.0,38200.0,0
Berry College,GA,Private NonProfit,77.21000000000001,105660.0,1992.0,52966.0,70.37,77.22,84.23,True,,32300.0,43900.0,0
Beulah Heights University,GA,Private NonProfit,11.43,53088.0,344.0,11650.0,7.41,,90.0,False,,29800.0,36900.0,0
Brenau University,GA,Private NonProfit,54.21,88284.0,1590.0,44094.0,40.71,92.19,52.63,True,1047.0,41300.0,45400.0,0
Brewton-Parker College,GA,Private NonProfit,100.0,61656.0,556.0,31902.0,15.45,98.14,46.35,False,,29800.0,35100.0,0
College of Coastal Georgia,GA,Public,82.39,83976.0,2976.0,18200.0,23.26,95.94,63.78,True,1006.0,27500.0,32800.0,0
Clayton  State University,GA,Public,64.32,87900.0,5375.0,18374.0,30.570000000000004,68.54,69.23,True,,35900.0,42300.0,0
Columbus State University,GA,Public,64.52,91200.0,6482.0,19807.0,38.23,78.32000000000001,75.3,True,1007.0,31100.0,38800.0,0
Covenant College,GA,Private NonProfit,100.0,93840.0,842.0,49420.0,67.55,97.55,84.47,True,1209.0,35100.0,46700.0,0
Dalton State College,GA,Public,66.4,80100.0,4366.0,11526.0,28.96,,66.67,True,,28000.0,34700.0,0
South University-Savannah,GA,Private ForProfit,55.91,104892.0,246.0,30800.0,15.79,,60.0,True,,32500.0,40200.0,0
Emmanuel College,GA,Private NonProfit,55.28999999999999,60996.0,779.0,31589.0,38.86,52.75,61.79,False,1005.0,26700.0,35400.0,0
Emory University,GA,Private NonProfit,75.1,174180.0,6978.0,72604.0,90.27,19.17,93.49,True,1459.0,65500.0,84400.0,0
Fort Valley State University,GA,Public,74.52,80160.0,2767.0,20264.0,43.32,72.32,73.37,True,,25500.0,34700.0,0
Georgia Institute of Technology-Main Campus,GA,Public,90.3,163512.0,15743.0,29291.0,90.71,21.34,96.7,False,1465.0,66100.0,85900.0,0
Georgia Southwestern State University,GA,Public,71.73,84024.0,2201.0,19125.0,36.27,73.4,66.23,True,1040.0,32900.0,40100.0,0
Georgia College & State University,GA,Public,83.15,95424.0,5549.0,28707.0,61.72,85.94000000000001,82.33,True,1194.0,37500.0,45200.0,0
Georgia Southern University,GA,Public,83.7,96324.0,22275.0,22608.0,53.66,91.17,78.97,True,1083.0,36800.0,46100.0,0
Georgia State University,GA,Public,79.60000000000001,113040.0,28085.0,27206.0,53.13,82.39,80.66,True,1147.0,38100.0,48200.0,0
University of Georgia,GA,Public,92.69,139236.0,29705.0,27329.0,87.18,48.38,94.44,True,1384.0,45200.0,59100.0,0
LaGrange College,GA,Private NonProfit,100.0,80688.0,741.0,46034.0,44.440000000000005,59.67,57.99999999999999,False,1077.0,36100.0,45700.0,0
Life University,GA,Private NonProfit,65.25999999999999,85080.0,938.0,37684.0,28.87,96.81,72.05,True,1003.0,36500.0,47200.0,0
Herzing University-Atlanta,GA,Private NonProfit,25.58,79980.0,691.0,29587.0,17.86,92.47,42.86,True,,30100.0,41600.0,0
Mercer University,GA,Private NonProfit,95.87,104868.0,4725.0,52940.0,73.19,78.16,86.61,True,1285.0,40400.0,58200.0,0
Morehouse College,GA,Private NonProfit,96.48,75432.0,2152.0,48802.0,56.39999999999999,77.07000000000001,85.79,False,,34600.0,49000.0,0
Oglethorpe University,GA,Private NonProfit,100.0,83652.0,1415.0,55451.0,51.080000000000005,66.93,76.75,True,1203.0,37500.0,49400.0,0
Paine College,GA,Private NonProfit,76.74,36096.0,179.0,26534.0,7.84,74.99,17.71,True,899.0,21400.0,29700.0,0
Piedmont University,GA,Private NonProfit,36.18,85608.0,1231.0,40949.0,43.25,70.08,76.92,True,1085.0,40200.0,43400.0,0
Reinhardt University,GA,Private NonProfit,42.53,72888.0,1253.0,39983.0,34.74,98.69,60.12,False,1073.0,33500.0,40500.0,0
Savannah College of Art and Design,GA,Private NonProfit,84.97,115248.0,11398.0,58367.0,72.55,77.92,75.33999999999999,True,,32700.0,41400.0,0
Savannah State University,GA,Public,77.88000000000001,85716.0,3115.0,16819.0,27.32,46.14,69.27,True,925.0,26200.0,35000.0,0
Shorter University,GA,Private NonProfit,54.96,61464.0,1151.0,34403.0,42.91,70.93,63.27,True,1071.0,36600.0,50100.0,0
Spelman College,GA,Private NonProfit,72.76,102900.0,2206.0,54163.0,74.55000000000001,52.580000000000005,89.14999999999999,True,1129.0,34700.0,50700.0,0
Thomas University,GA,Private NonProfit,39.34,62376.0,674.0,27354.0,44.78,34.52,59.3,True,881.0,38700.0,37400.0,0
Toccoa Falls College,GA,Private NonProfit,38.36,67116.0,840.0,37297.0,49.38,57.73,58.49,True,,28000.0,32200.0,0
Truett McConnell University,GA,Private NonProfit,100.0,52656.0,859.0,33299.0,34.78,97.29,78.97,True,1052.0,25900.0,37100.0,0
Valdosta State University,GA,Public,71.91,87480.0,9367.0,20998.0,40.32,78.45,72.7,True,1072.0,33200.0,41600.0,0
Wesleyan College,GA,Private NonProfit,100.0,73692.0,612.0,34952.0,50.94,59.81,73.68,True,1052.0,27800.0,37600.0,0
University of West Georgia,GA,Public,80.97999999999999,88416.0,9444.0,23684.0,44.35,77.62,72.82,True,1012.0,33900.0,41700.0,0
Young Harris College,GA,Private NonProfit,51.18000000000001,66696.0,923.0,44203.0,43.75,65.03,60.0,True,1065.0,29300.0,41300.0,0
Chaminade University of Honolulu,HI,Private NonProfit,100.0,98532.0,1623.0,38649.0,59.24,88.97,81.25,True,1056.0,31800.0,41000.0,0
University of Hawaii at Hilo,HI,Public,81.67999999999999,127752.0,2563.0,20440.0,37.940000000000005,73.83,71.23,True,1046.0,31700.0,41800.0,0
University of Hawaii at Manoa,HI,Public,80.19,150972.0,12864.0,23405.0,61.8,83.69,80.04,True,1181.0,39000.0,51800.0,0
Hawaii Pacific University,HI,Private NonProfit,51.83,102300.0,2652.0,47698.0,46.37,81.39999999999999,65.55,True,1067.0,41800.0,56400.0,0
University of Hawaii-West Oahu,HI,Public,53.33,120492.0,2755.0,19914.0,38.66,95.23,74.48,True,1012.0,38300.0,41100.0,0
Boise Bible College,ID,Private NonProfit,90.0,54900.0,94.0,24258.0,38.64,90.38,66.67,False,988.0,26900.0,32700.0,0
Boise State University,ID,Public,58.8,99852.0,16973.0,21621.0,54.52,77.49000000000001,77.82,True,1135.0,35600.0,43100.0,0
Idaho State University,ID,Public,95.32,92940.0,6973.0,20652.0,34.45,,62.91,True,,34900.0,43900.0,0
University of Idaho,ID,Public,88.77000000000001,114996.0,6837.0,21525.0,59.47,74.44,76.75,True,1116.0,35500.0,47000.0,0
The College of Idaho,ID,Private NonProfit,54.620000000000005,85872.0,1100.0,45607.0,66.06,48.35,84.31,True,1153.0,31700.0,47300.0,0
Lewis-Clark State College,ID,Public,97.27,78276.0,2613.0,16922.0,35.85,99.75,61.19,True,998.0,33700.0,38200.0,0
Northwest Nazarene University,ID,Private NonProfit,99.2,77784.0,1220.0,42068.0,62.31,76.83,78.78,True,1098.0,35000.0,46300.0,0
Brigham Young University-Idaho,ID,Private NonProfit,,99192.0,43660.0,12381.0,55.93,97.01,73.72,True,1132.0,35600.0,49400.0,0
American Academy of Art College,IL,Private NonProfit,90.91,57396.0,169.0,41648.0,57.97,,74.36,True,,27700.0,35600.0,0
School of the Art Institute of Chicago,IL,Private NonProfit,23.96,130596.0,2487.0,68575.0,67.80000000000001,77.78,73.66,True,1161.0,28800.0,40800.0,0
Augustana College,IL,Private NonProfit,77.44,85704.0,2374.0,55924.0,76.58,57.35,84.50999999999999,True,,41100.0,56400.0,0
Aurora University,IL,Private NonProfit,26.11,100968.0,4123.0,35658.0,57.97,83.95,77.86999999999999,True,1066.0,39200.0,46200.0,0
Blackburn College,IL,Private NonProfit,67.92,77784.0,484.0,32584.0,45.18,55.17999999999999,69.37,True,1006.0,29600.0,41700.0,0
Blessing Rieman College of Nursing and Health Sciences,IL,Private NonProfit,100.0,74904.0,158.0,,,,,True,,48800.0,51000.0,0
Bradley University,IL,Private NonProfit,66.02,109608.0,4570.0,48295.0,75.5,73.28,86.45,True,1196.0,45900.0,58300.0,0
Chicago State University,IL,Public,99.52,97416.0,1683.0,21867.0,16.21,46.42,53.59,True,887.0,32200.0,38200.0,0
University of Chicago,IL,Private NonProfit,80.17999999999999,221184.0,7010.0,81531.0,95.98,7.31,99.65,False,1537.0,72100.0,103000.0,1
Columbia College Chicago,IL,Private NonProfit,32.51,102984.0,6524.0,45103.0,50.080000000000005,89.53,68.57,True,,29500.0,39200.0,0
Concordia University-Chicago,IL,Private NonProfit,64.27000000000001,53352.0,1452.0,42750.0,50.67,78.53999999999999,70.94,True,1099.0,38700.0,42700.0,0
DePaul University,IL,Private NonProfit,48.77,140232.0,14009.0,57122.0,71.24000000000001,70.24000000000001,82.91,True,,46000.0,60200.0,0
East-West University,IL,Private NonProfit,100.0,83100.0,419.0,29370.0,17.560000000000002,,31.05,True,,22500.0,29000.0,0
Eastern Illinois University,IL,Public,76.81,103332.0,4698.0,24125.0,50.8,55.54,73.71,True,1058.0,35500.0,46000.0,0
Elmhurst University,IL,Private NonProfit,41.06,99288.0,2744.0,48429.0,68.43,65.53,81.38,True,1096.0,42700.0,51600.0,0
Eureka College,IL,Private NonProfit,65.52,67428.0,505.0,37986.0,60.12,61.36000000000001,58.88,False,1026.0,33200.0,40500.0,0
Governors State University,IL,Public,44.330000000000005,90840.0,3000.0,21549.0,24.35,47.84,58.01,True,956.0,40300.0,44000.0,0
Greenville University,IL,Private NonProfit,100.0,68664.0,793.0,40959.0,49.63,59.21,67.25999999999999,False,1014.0,33200.0,39900.0,0
Hebrew Theological College,IL,Private NonProfit,42.11,35172.0,103.0,28145.0,6.859999999999999,83.33,86.21,True,,25800.0,26700.0,0
Rosalind Franklin University of Medicine and Science,IL,Private NonProfit,65.27,130944.0,,,,,,False,,79200.0,171800.0,0
University of Illinois Chicago,IL,Public,71.76,149376.0,21702.0,25831.0,63.470000000000006,72.63,82.27,True,1159.0,43100.0,61300.0,0
Benedictine University,IL,Private NonProfit,37.82,103632.0,2285.0,46006.0,46.03,60.99,66.86,True,1097.0,43700.0,56400.0,0
University of Illinois Urbana-Champaign,IL,Public,74.91,152772.0,33001.0,30302.0,86.2,63.3,93.85,False,1352.0,52300.0,70900.0,0
Illinois Wesleyan University,IL,Private NonProfit,61.92999999999999,101388.0,1628.0,63174.0,81.98,56.93,86.55000000000001,True,1233.0,43300.0,67300.0,0
Illinois College,IL,Private NonProfit,77.23,85524.0,1150.0,44465.0,68.25,75.24,75.47,True,,34300.0,49100.0,0
Illinois Institute of Technology,IL,Private NonProfit,61.260000000000005,153024.0,2974.0,64710.0,71.78999999999999,60.66,86.75,False,1311.0,60400.0,78000.0,0
Illinois State University,IL,Public,77.96,102984.0,17955.0,31124.0,68.08,81.31,84.17,True,1140.0,41600.0,51600.0,0
Judson University,IL,Private NonProfit,21.7,72972.0,930.0,40737.0,61.260000000000005,57.010000000000005,54.84,True,1020.0,38000.0,47200.0,0
Knox College,IL,Private NonProfit,81.47999999999999,84936.0,1130.0,60393.0,70.99,70.84,81.88,True,1229.0,31200.0,43500.0,0
Lake Forest College,IL,Private NonProfit,59.02,104520.0,1552.0,62405.0,75.24,57.60999999999999,84.08,True,,41100.0,55600.0,0
Lakeview College of Nursing,IL,Private NonProfit,66.67,78996.0,162.0,,,,,True,,57400.0,67600.0,0
Lewis University,IL,Private NonProfit,42.45,111720.0,4099.0,43255.0,69.85,66.06,79.59,True,1139.0,43800.0,53600.0,0
Lincoln Christian University,IL,Private NonProfit,69.44,68844.0,308.0,27166.0,43.28,,59.650000000000006,False,,28100.0,37000.0,0
Loyola University Chicago,IL,Private NonProfit,49.73,130356.0,11531.0,60717.0,76.05,70.54,84.89999999999999,True,1261.0,45200.0,63500.0,0
Trinity College of Nursing & Health Sciences,IL,Private NonProfit,92.31,74064.0,178.0,,100.0,,,True,,42600.0,50600.0,0
McKendree University,IL,Private NonProfit,100.0,81324.0,1690.0,44383.0,53.66,70.08,75.81,False,1107.0,39200.0,50200.0,0
Millikin University,IL,Private NonProfit,73.9,77376.0,1849.0,49304.0,53.36,71.15,70.37,True,1097.0,34900.0,47200.0,0
Monmouth College,IL,Private NonProfit,85.85000000000001,81408.0,847.0,51176.0,58.31,69.43,73.61999999999999,True,1163.0,34500.0,46500.0,0
National Louis University,IL,Private NonProfit,100.0,75984.0,3513.0,23675.0,22.22,97.46,59.97,True,,44200.0,50800.0,0
National University of Health Sciences,IL,Private NonProfit,100.0,64668.0,32.0,,,,,True,,38700.0,42600.0,0
North Central College,IL,Private NonProfit,50.79,105360.0,2453.0,52405.0,66.49000000000001,53.290000000000006,75.4,True,1164.0,39300.0,52300.0,0
North Park University,IL,Private NonProfit,100.0,92736.0,1840.0,39373.0,59.06,43.96,74.66000000000001,True,1055.0,40300.0,45600.0,0
Northern Illinois University,IL,Public,75.92999999999999,110352.0,12247.0,26312.0,47.9,59.25,77.73,True,,39400.0,49800.0,0
Northwestern University,IL,Private NonProfit,83.53,210156.0,8401.0,78654.0,94.95,9.31,96.96,True,1505.0,71900.0,93400.0,1
Northeastern Illinois University,IL,Public,55.61000000000001,102144.0,5170.0,24295.0,23.17,60.7,66.9,True,915.0,35200.0,41900.0,0
Olivet Nazarene University,IL,Private NonProfit,36.97,85932.0,2757.0,48119.0,65.08,66.57,75.14,True,1101.0,39300.0,44000.0,0
Quincy University,IL,Private NonProfit,48.74,66288.0,954.0,41831.0,50.23,67.13,72.56,False,1106.0,34200.0,46000.0,0
Rockford University,IL,Private NonProfit,38.5,72060.0,1000.0,43866.0,46.26,50.82,65.88000000000001,True,1009.0,38300.0,47800.0,0
Roosevelt University,IL,Private NonProfit,33.379999999999995,99324.0,2978.0,44322.0,41.56,76.52,66.75999999999999,True,1043.0,39700.0,47700.0,0
Dominican University,IL,Private NonProfit,39.42,86928.0,2155.0,43228.0,63.0,76.46,82.58,True,1072.0,39000.0,49900.0,0
Rush University,IL,Private NonProfit,74.61,130680.0,104.0,,,,,True,,67000.0,125000.0,0
Saint Francis Medical Center College of Nursing,IL,Private NonProfit,78.0,86268.0,283.0,,,,,True,,52600.0,58100.0,0
University of St Francis,IL,Private NonProfit,88.5,94608.0,1581.0,42819.0,59.72,60.09,81.2,True,1096.0,47100.0,56500.0,0
