School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Salary,Student Enrollment Size,Attendance Cost,Completion Rate,Admission Rate (%),Retention Rate,Female_Majority,SAT Average,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Ivy League Plus
Rutgers University-Camden,NJ,Public,48.2,145380.0,5387.0,29130.0,65.08,76.28,85.39,True,1075.0,48200.0,68100.0,0
Rutgers University-New Brunswick,NJ,Public,60.18,147924.0,35428.0,32022.0,84.45,66.93,93.23,True,1301.0,48200.0,68100.0,0
Rutgers University-Newark,NJ,Public,67.47999999999999,170208.0,8887.0,27960.0,65.05,74.09,86.7,True,1088.0,48200.0,68100.0,0
Saint Peter's University,NJ,Private NonProfit,36.82,98796.0,2124.0,47570.0,55.09,84.64,74.7,True,,38200.0,50900.0,0
Seton Hall University,NJ,Private NonProfit,92.78,118944.0,5822.0,60646.0,71.58,78.23,84.23,True,1244.0,48200.0,63700.0,0
Saint Elizabeth University,NJ,Private NonProfit,28.29,89916.0,754.0,51068.0,51.06,75.38,76.33,True,,39600.0,49200.0,0
Stevens Institute of Technology,NJ,Private NonProfit,100.0,184488.0,3787.0,70591.0,87.72,53.06,93.29,False,1415.0,67900.0,91900.0,0
Stockton University,NJ,Public,48.42,119556.0,8825.0,30721.0,73.75,77.31,84.63000000000001,True,1108.0,37300.0,50700.0,0
Thomas Edison State University,NJ,Public,,,9357.0,,,,,False,,50900.0,57300.0,0
The College of New Jersey,NJ,Public,45.8,130836.0,7039.0,35502.0,86.46000000000001,51.24999999999999,93.82,True,1240.0,49000.0,64900.0,0
William Paterson University of New Jersey,NJ,Public,97.99,139476.0,7936.0,25327.0,55.54,80.62,90.14,True,,37300.0,49100.0,0
Eastern New Mexico University-Main Campus,NM,Public,72.91,85308.0,3129.0,17897.0,36.15,50.6,61.09,True,1051.0,29200.0,34800.0,0
Institute of American Indian and Alaska Native Culture and Arts Development,NM,Public,100.0,84732.0,311.0,22036.0,33.33,100.0,43.86,True,,17800.0,18000.0,0
New Mexico Highlands University,NM,Public,95.71,77400.0,1646.0,18299.0,28.73,,63.63999999999999,True,,29600.0,37800.0,0
New Mexico Institute of Mining and Technology,NM,Public,77.53,106104.0,1190.0,22878.0,54.06999999999999,96.58,80.80000000000001,False,1263.0,49000.0,58500.0,0
University of New Mexico-Main Campus,NM,Public,89.99000000000001,113544.0,15776.0,19351.0,53.900000000000006,96.34,76.97,True,1101.0,32600.0,43900.0,0
New Mexico State University-Main Campus,NM,Public,76.67,107724.0,11107.0,19760.0,51.080000000000005,62.67,75.49,True,1050.0,29700.0,40300.0,0
University of the Southwest,NM,Private NonProfit,100.0,47808.0,370.0,27310.0,25.53,,74.14,False,,34500.0,41000.0,0
Western New Mexico University,NM,Public,42.86,81024.0,1534.0,17772.0,27.99,,64.14,True,,29400.0,35800.0,0
Vaughn College of Aeronautics and Technology,NY,Private NonProfit,100.0,116676.0,1438.0,46339.0,38.080000000000005,,77.61,False,,42300.0,59000.0,0
Adelphi University,NY,Private NonProfit,36.49,154068.0,5076.0,53535.0,72.58,74.61,82.12,True,1162.0,49400.0,63000.0,0
Albany College of Pharmacy and Health Sciences,NY,Private NonProfit,76.14999999999999,112044.0,683.0,50326.0,74.65,75.19,85.41,True,1238.0,94500.0,114200.0,0
Alfred University,NY,Private NonProfit,80.60000000000001,79296.0,1572.0,50643.0,60.74,64.11,67.03,False,1102.0,34900.0,47300.0,0
Bard College,NY,Private NonProfit,63.27,137640.0,1932.0,74464.0,73.57000000000001,56.95,80.28999999999999,True,,31000.0,43700.0,0
Barnard College,NY,Private NonProfit,78.09,170004.0,2744.0,77758.0,90.0,13.6,92.78,True,1447.0,52800.0,69700.0,0
Berkeley College-New York,NY,Private ForProfit,100.0,90720.0,2248.0,35385.0,31.480000000000004,,67.95,True,,33700.0,44600.0,0
Phillips School of Nursing at Mount Sinai Beth Israel,NY,Private NonProfit,11.54,114828.0,254.0,,100.0,,,True,,64900.0,85600.0,0
Boricua College,NY,Private NonProfit,69.23,52752.0,510.0,22086.0,87.38,,87.1,True,,26400.0,35000.0,0
Canisius College,NY,Private NonProfit,44.52,100920.0,1957.0,39217.0,68.94,76.02,81.52000000000001,False,1152.0,37900.0,51100.0,0
Cazenovia College,NY,Private NonProfit,100.0,87636.0,747.0,51761.0,57.74,72.18,65.14,True,1003.0,30700.0,38800.0,0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,Private NonProfit,68.75,42984.0,513.0,23867.0,16.470000000000002,95.24,65.25999999999999,False,,29800.0,37100.0,0
Clarkson University,NY,Private NonProfit,68.27,133368.0,2867.0,69456.0,75.62,77.99000000000001,87.2,False,1259.0,56400.0,74200.0,0
Colgate University,NY,Private NonProfit,92.44,145032.0,3032.0,75000.0,90.87,27.47,93.51,True,1404.0,54300.0,81100.0,0
Metropolitan College of New York,NY,Private NonProfit,15.03,105840.0,509.0,34022.0,28.57,40.41,50.0,True,,33900.0,40100.0,0
Columbia University in the City of New York,NY,Private NonProfit,48.78,235920.0,8148.0,79750.0,96.21,6.660000000000001,95.27,False,1517.0,77900.0,115600.0,1
Cooper Union for the Advancement of Science and Art,NY,Private NonProfit,27.500000000000004,150156.0,806.0,61775.0,79.44,17.51,84.85000000000001,False,1422.0,49800.0,68600.0,0
Cornell University,NY,Private NonProfit,92.53,182892.0,14741.0,75204.0,95.36,10.71,95.77,True,1480.0,76300.0,101200.0,1
CUNY Bernard M Baruch College,NY,Public,42.36,146136.0,15456.0,13569.0,72.53,40.71,87.62,False,1268.0,47500.0,63600.0,0
CUNY Brooklyn College,NY,Public,37.98,143076.0,14054.0,13802.0,54.49,49.74,82.19,True,1105.0,36900.0,48800.0,0
College of Staten Island CUNY,NY,Public,37.21,141204.0,11345.0,15176.0,31.27,,81.14,True,,33900.0,47500.0,0
CUNY City College,NY,Public,41.92,149916.0,11967.0,13667.0,59.72,50.54,80.08999999999999,True,1164.0,36800.0,50900.0,0
CUNY Graduate School and University Center,NY,Public,37.22,158448.0,2658.0,,,,,True,,52400.0,61600.0,0
CUNY Hunter College,NY,Public,33.35,146568.0,16921.0,13219.0,55.88999999999999,40.48,83.81,True,1259.0,39300.0,51800.0,0
CUNY John Jay College of Criminal Justice,NY,Public,36.61,137064.0,13324.0,13549.0,50.63,37.43,83.09,True,1093.0,33800.0,50000.0,0
CUNY Lehman College,NY,Public,38.04,134616.0,12087.0,13704.0,53.18000000000001,47.010000000000005,80.60000000000001,True,1020.0,36700.0,47500.0,0
CUNY Medgar Evers College,NY,Public,42.03,132924.0,4793.0,15448.0,21.1,78.48,49.16,True,,30000.0,39400.0,0
CUNY New York City College of Technology,NY,Public,27.97,134484.0,14615.0,13563.0,18.49,79.07,61.71,False,,32900.0,44700.0,0
CUNY Queens College,NY,Public,40.93,139620.0,15735.0,13768.0,53.37,53.49,83.26,True,1122.0,37200.0,52900.0,0
CUNY York College,NY,Public,32.62,133572.0,6283.0,13948.0,31.56,52.76,62.91,True,960.0,33600.0,45300.0,0
D'Youville College,NY,Private NonProfit,71.03,96360.0,1431.0,38790.0,59.59,83.07,73.15,True,1064.0,50600.0,51700.0,0
Daemen University,NY,Private NonProfit,52.13,83988.0,1608.0,40900.0,57.76,61.78,79.13,True,,46400.0,48200.0,0
Dominican College of Blauvelt,NY,Private NonProfit,36.2,101508.0,1304.0,43424.0,47.75,74.62,73.38,True,,44200.0,52500.0,0
Elmira College,NY,Private NonProfit,57.69,65808.0,713.0,48133.0,67.78,83.13000000000001,68.66,True,1103.0,36800.0,48500.0,0
Five Towns College,NY,Private ForProfit,20.16,63780.0,604.0,35154.0,46.28,47.0,67.44,False,,26300.0,40100.0,0
Fordham University,NY,Private NonProfit,100.0,171360.0,9099.0,71388.0,83.17,52.53,89.42,True,1334.0,53600.0,67000.0,0
Hamilton College,NY,Private NonProfit,85.61,138924.0,1901.0,72190.0,90.6,18.41,92.18,True,1462.0,55300.0,74300.0,0
Hartwick College,NY,Private NonProfit,100.0,95436.0,1199.0,60479.0,57.99999999999999,93.1,74.47,True,1107.0,38300.0,49500.0,0
Hilbert College,NY,Private NonProfit,45.05,69360.0,735.0,31358.0,56.79,91.71,70.63000000000001,True,,33300.0,47700.0,0
Hobart William Smith Colleges,NY,Private NonProfit,87.21,102444.0,1812.0,74375.0,76.79,61.84,80.53,True,1279.0,46500.0,62700.0,0
Hofstra University,NY,Private NonProfit,43.3,164748.0,6065.0,62917.0,64.73,69.11,81.74,True,,42800.0,59900.0,0
Houghton College,NY,Private NonProfit,58.57,70800.0,838.0,44952.0,64.83,79.97999999999999,87.72,True,,33300.0,42400.0,0
Iona College,NY,Private NonProfit,59.09,120264.0,2667.0,54052.0,59.75,85.95,77.07000000000001,False,1107.0,45900.0,60900.0,0
Ithaca College,NY,Private NonProfit,78.79,110160.0,4934.0,64006.0,77.52,75.68,77.09,True,,41200.0,57600.0,0
The Juilliard School,NY,Private NonProfit,39.09,97572.0,492.0,73642.0,93.75,7.64,93.97,False,,30900.0,47300.0,0
Keuka College,NY,Private NonProfit,100.0,67812.0,1300.0,50240.0,53.13,90.91,64.77000000000001,True,,42300.0,46700.0,0
LIM College,NY,Private ForProfit,6.4,75324.0,1345.0,47961.0,53.09,84.05,63.16,True,,42300.0,48900.0,0
Le Moyne College,NY,Private NonProfit,53.96,105192.0,2674.0,49194.0,78.29,74.74,82.92,True,1165.0,42200.0,55600.0,0
Long Island University,NY,Private NonProfit,43.93,147156.0,6000.0,50591.0,44.34,85.00999999999999,76.73,True,1194.0,41500.0,58400.0,0
Manhattan College,NY,Private NonProfit,52.26,136764.0,3352.0,57992.0,70.28,77.64999999999999,83.1,False,,54000.0,70800.0,0
Manhattan School of Music,NY,Private NonProfit,28.39,85452.0,497.0,70925.0,74.33999999999999,41.56,97.39,True,,23700.0,40700.0,0
Manhattanville College,NY,Private NonProfit,35.67,103392.0,1373.0,51214.0,63.88,89.81,79.7,True,,39500.0,50700.0,0
Marist College,NY,Private NonProfit,43.23,117096.0,5210.0,60670.0,84.74000000000001,55.05,88.29,True,,48200.0,62600.0,0
Marymount Manhattan College,NY,Private NonProfit,24.65,103080.0,1662.0,59167.0,57.98,88.18,67.14,True,1109.0,34000.0,45500.0,0
Medaille College,NY,Private NonProfit,28.93,67740.0,1394.0,36840.0,37.31,71.8,54.620000000000005,True,,35400.0,44200.0,0
Mercy College,NY,Private NonProfit,24.34,113880.0,6409.0,29754.0,48.17,81.96,73.57000000000001,True,1025.0,37800.0,44600.0,0
Molloy College,NY,Private NonProfit,27.26,130452.0,3401.0,46531.0,72.86,74.14,87.69,True,1172.0,55400.0,64100.0,0
Mount Saint Mary College,NY,Private NonProfit,36.11,106644.0,1780.0,47103.0,60.49,90.17,77.98,True,1080.0,42900.0,51700.0,0
College of Mount Saint Vincent,NY,Private NonProfit,25.17,107016.0,2235.0,51240.0,62.67,92.68,75.51,True,1002.0,46200.0,61000.0,0
Nazareth College,NY,Private NonProfit,41.83,97020.0,2138.0,51405.0,71.22,75.68,84.69,True,,39500.0,45800.0,0
The New School,NY,Private NonProfit,19.55,143868.0,6339.0,71907.0,69.13,69.1,70.53,True,1269.0,41300.0,55200.0,0
New York University,NY,Private NonProfit,99.44,185700.0,27276.0,73759.0,87.78,21.09,90.12,True,1458.0,55900.0,78600.0,0
Niagara University,NY,Private NonProfit,100.0,110736.0,2719.0,47384.0,77.36,92.41,80.47999999999999,True,1118.0,37000.0,45300.0,0
New York Institute of Technology,NY,Private NonProfit,32.87,146448.0,3414.0,49465.0,50.0,74.68,76.35,False,1190.0,45500.0,68100.0,0
New York School of Interior Design,NY,Private NonProfit,4.55,,401.0,53522.0,61.53999999999999,67.25,66.67,True,,40100.0,53300.0,0
Nyack College,NY,Private NonProfit,35.08,84612.0,1171.0,38589.0,42.92,97.32,57.830000000000005,True,965.0,38500.0,46700.0,0
Pace University,NY,Private NonProfit,100.0,149124.0,7710.0,63709.0,58.51,82.87,73.42,True,1163.0,47400.0,66800.0,0
Paul Smiths College of Arts and Science,NY,Private NonProfit,78.95,63708.0,665.0,47001.0,54.73,67.42,73.19,False,,31100.0,38400.0,0
Davis College,NY,Private NonProfit,,66672.0,43.0,26841.0,43.75,28.57,,False,,21600.0,33400.0,0
Pratt Institute-Main,NY,Private NonProfit,16.14,135252.0,3101.0,69497.0,71.25,65.94,74.62,True,1245.0,40200.0,48900.0,0
Rabbinical College Bobover Yeshiva Bnei Zion,NY,Private NonProfit,33.33,46260.0,379.0,14878.0,89.13,,95.45,False,,22900.0,32700.0,0
Rensselaer Polytechnic Institute,NY,Private NonProfit,88.2,157344.0,6265.0,73816.0,86.92,57.26,90.93,False,1410.0,66700.0,86000.0,0
Roberts Wesleyan College,NY,Private NonProfit,95.0,77448.0,1197.0,45599.0,58.98,75.81,82.73,True,1146.0,39100.0,45700.0,0
Rochester Institute of Technology,NY,Private NonProfit,71.55,126612.0,12489.0,61063.0,71.44,73.86,86.41,False,1341.0,50600.0,67800.0,0
University of Rochester,NY,Private NonProfit,93.46,154212.0,6299.0,75190.0,85.82,35.43,92.06,True,1429.0,49300.0,74300.0,0
Russell Sage College,NY,Private NonProfit,86.47,75132.0,1235.0,46287.0,61.84,74.31,77.35,True,,39400.0,47100.0,0
St Bonaventure University,NY,Private NonProfit,65.83,78900.0,1803.0,50646.0,73.79,76.31,85.98,False,1151.0,37700.0,52700.0,0
St. Francis College,NY,Private NonProfit,25.8,105996.0,2637.0,32776.0,53.92,84.52,73.41,True,964.0,37700.0,50300.0,0
St Lawrence University,NY,Private NonProfit,80.60000000000001,122484.0,2256.0,73045.0,79.83,47.260000000000005,88.1,True,1301.0,43400.0,60100.0,0
The College of Saint Rose,NY,Private NonProfit,52.6,94716.0,2239.0,48125.0,58.91,81.88,73.44000000000001,True,,36400.0,44800.0,0
St. Thomas Aquinas College,NY,Private NonProfit,39.01,108060.0,1095.0,47572.0,60.52,86.83999999999999,75.31,False,1036.0,36400.0,50500.0,0
Sarah Lawrence College,NY,Private NonProfit,38.87,122748.0,1290.0,74123.0,72.47,54.63,70.1,True,1333.0,31400.0,48000.0,0
Siena College,NY,Private NonProfit,63.33,106764.0,3266.0,58200.0,80.82000000000001,80.66,89.66,True,,46000.0,62300.0,0
Skidmore College,NY,Private NonProfit,82.34,121440.0,2574.0,74140.0,86.19,32.17,87.59,True,1324.0,41900.0,57000.0,0
St. Joseph's University-New York,NY,Private NonProfit,100.0,109764.0,3879.0,35122.0,70.36,70.67,83.93,True,1120.0,41600.0,53900.0,0
Saint John Fisher College,NY,Private NonProfit,100.0,104208.0,2679.0,49242.0,71.81,68.41000000000001,89.52,True,1161.0,43400.0,52500.0,0
St. John's University-New York,NY,Private NonProfit,44.98,148980.0,10350.0,55877.0,64.36,75.07000000000001,83.17,True,1198.0,48100.0,62400.0,0
SUNY College of Technology at Canton,NY,Public,64.74,81864.0,3033.0,23026.0,40.91,83.00999999999999,70.26,True,1029.0,31500.0,39600.0,0
SUNY College of Agriculture and Technology at Cobleskill,NY,Public,66.23,80652.0,2073.0,25633.0,43.21,80.0,76.02,True,1010.0,29700.0,39500.0,0
Farmingdale State College,NY,Public,32.46,101016.0,9462.0,16856.0,53.2,60.16,82.84,False,1075.0,44800.0,55800.0,0
SUNY at Albany,NY,Public,59.81999999999999,118848.0,13051.0,26563.0,65.0,57.15,83.04,True,1177.0,41000.0,57600.0,0
Binghamton University,NY,Public,72.63,120420.0,14300.0,28010.0,81.72,43.03,92.02,True,1376.0,47700.0,68100.0,0
University at Buffalo,NY,Public,65.45,127968.0,22059.0,26958.0,75.11,66.95,86.94,False,1230.0,46100.0,62100.0,0
Stony Brook University,NY,Public,63.0,149616.0,17962.0,26270.0,76.28,48.91,90.18,True,1337.0,44000.0,62600.0,0
SUNY College of Environmental Science and Forestry,NY,Public,80.24,105588.0,1714.0,29680.0,77.2,60.17,86.36,False,1237.0,36000.0,49800.0,0
SUNY Polytechnic Institute,NY,Public,54.88,114636.0,2097.0,23194.0,53.6,73.3,82.43,False,1177.0,45200.0,55900.0,0
SUNY Brockport,NY,Public,60.4,91668.0,6239.0,24340.0,65.81,58.10999999999999,75.58,True,1089.0,36200.0,45500.0,0
SUNY Buffalo State,NY,Public,49.72,95448.0,7207.0,23111.0,40.41,80.07,64.52,True,960.0,33700.0,42200.0,0
SUNY Cortland,NY,Public,58.95,82512.0,6243.0,25585.0,67.31,52.2,84.76,True,1164.0,38100.0,49200.0,0
SUNY at Fredonia,NY,Public,58.81,86232.0,3829.0,23327.0,62.45,72.25,76.88000000000001,True,1112.0,32900.0,44700.0,0
SUNY College at Geneseo,NY,Public,67.23,92676.0,4820.0,26266.0,78.13,61.36000000000001,84.99,True,1234.0,39400.0,53400.0,0
State University of New York at New Paltz,NY,Public,53.510000000000005,89292.0,6445.0,25615.0,75.86,62.02,87.01,True,1187.0,36000.0,48700.0,0
SUNY Oneonta,NY,Public,62.55,82980.0,6178.0,25628.0,75.61,62.95,83.17999999999999,True,1034.0,35600.0,46700.0,0
SUNY College at Oswego,NY,Public,67.03,87096.0,6623.0,24970.0,64.83,68.89999999999999,81.34,True,1112.0,35800.0,47100.0,0
SUNY College at Potsdam,NY,Public,73.82,78048.0,2824.0,23964.0,50.370000000000005,71.66,79.67999999999999,True,,31100.0,41300.0,0
SUNY at Purchase College,NY,Public,41.0,90036.0,3528.0,27991.0,61.29,73.7,78.58000000000001,True,1213.0,31300.0,41300.0,0
SUNY College at Old Westbury,NY,Public,45.05,108732.0,4543.0,19786.0,48.8,53.080000000000005,74.67,True,1015.0,37200.0,47500.0,0
SUNY College at Plattsburgh,NY,Public,63.48,85944.0,4603.0,25786.0,67.31,61.03,79.27,True,1078.0,34800.0,46200.0,0
SUNY Downstate Health Sciences University,NY,Public,74.72,147876.0,187.0,,,,,True,,80400.0,169600.0,0
SUNY Empire State College,NY,Public,22.53,89832.0,8221.0,19726.0,27.03,,64.91,True,,42200.0,46800.0,0
SUNY Maritime College,NY,Public,73.33,89676.0,1508.0,26864.0,72.21,72.71,78.49000000000001,False,1153.0,66500.0,86200.0,0
Upstate Medical University,NY,Public,72.38,82644.0,205.0,,,,,True,,65700.0,117300.0,0
Syracuse University,NY,Private NonProfit,68.85,145320.0,14252.0,72780.0,83.17999999999999,68.72,88.75,True,,48700.0,69200.0,0
Talmudical Seminary Oholei Torah,NY,Private NonProfit,76.47,61956.0,331.0,22246.0,10.91,83.93,82.0,False,,28000.0,30500.0,0
Touro College,NY,Private NonProfit,42.69,100440.0,4786.0,33523.0,62.63,75.98,90.46,True,,40600.0,41400.0,0
Union College,NY,Private NonProfit,87.1,134964.0,2035.0,69879.0,85.79,41.260000000000005,88.0,False,1339.0,51400.0,80200.0,0
United Talmudical Seminary,NY,Private NonProfit,52.51,39552.0,2168.0,23926.0,50.29,,92.87,False,,16100.0,26100.0,0
United States Merchant Marine Academy,NY,Public,78.68,125604.0,1028.0,9565.0,82.33,24.11,91.24,False,1288.0,78600.0,98600.0,0
Utica University,NY,Private NonProfit,40.58,93012.0,3108.0,34427.0,54.47,86.41,78.02,True,,40600.0,48600.0,0
Vassar College,NY,Private NonProfit,84.1,141456.0,2421.0,75203.0,87.61,24.54,93.32,True,1456.0,39400.0,61500.0,0
Villa Maria College,NY,Private NonProfit,26.8,59076.0,504.0,30460.0,29.520000000000003,78.74,58.1,True,,25400.0,30000.0,0
School of Visual Arts,NY,Private ForProfit,18.95,49128.0,3192.0,65272.0,71.53,71.53,77.45,True,1205.0,34800.0,47800.0,0
Wagner College,NY,Private NonProfit,98.52,95148.0,1635.0,61877.0,72.56,70.43,74.51,True,,48300.0,64700.0,0
Wells College,NY,Private NonProfit,62.0,80220.0,356.0,46640.0,55.83,64.36,52.27,True,,29100.0,39200.0,0
The College of Westchester,NY,Private ForProfit,28.57,73416.0,829.0,29294.0,51.11,88.37,72.46000000000001,True,,29700.0,42500.0,0
Yeshiva of Nitra Rabbinical College,NY,Private NonProfit,73.08,30432.0,172.0,22800.0,12.05,,75.0,False,,25400.0,32200.0,0
Yeshiva University,NY,Private NonProfit,100.0,151272.0,2619.0,64050.0,76.8,67.41,89.71000000000001,False,1288.0,48500.0,78800.0,0
Yeshivath Viznitz,NY,Private NonProfit,92.59,33912.0,638.0,18476.0,64.22,87.36,97.33,False,,19000.0,19600.0,0
Appalachian State University,NC,Public,78.06,99480.0,17990.0,19661.0,72.69,79.51,86.47,True,1181.0,34300.0,43600.0,0
Barton College,NC,Private NonProfit,95.65,71496.0,1041.0,46539.0,51.89,42.44,70.44,True,1030.0,31800.0,39400.0,0
Belmont Abbey College,NC,Private NonProfit,60.9,64128.0,1429.0,31943.0,46.05,80.10000000000001,70.11,False,1085.0,34600.0,44400.0,0
Bennett College,NC,Private NonProfit,63.41,56232.0,232.0,34755.0,29.09,72.88,51.9,True,,23200.0,32700.0,0
Brevard College,NC,Private NonProfit,100.0,62916.0,815.0,43036.0,38.99,45.24,60.0,False,,27600.0,35300.0,0
Campbell University,NC,Private NonProfit,48.42,105864.0,3696.0,51131.0,55.57,81.28999999999999,76.03999999999999,True,1115.0,38700.0,58000.0,0
Catawba College,NC,Private NonProfit,68.17999999999999,85452.0,1312.0,44235.0,55.52,52.12,71.85000000000001,True,1038.0,31900.0,42700.0,0
Chowan University,NC,Private NonProfit,100.0,85320.0,1098.0,37161.0,31.26,67.36,58.5,False,891.0,26300.0,36200.0,0
Davidson College,NC,Private NonProfit,92.59,132564.0,1979.0,70744.0,93.03,20.0,92.98,True,1402.0,49400.0,71100.0,0
Duke University,NC,Private NonProfit,91.71,199956.0,6650.0,77846.0,95.52,7.739999999999999,96.88,True,1530.0,93200.0,114500.0,1
East Carolina University,NC,Public,80.67999999999999,102732.0,21766.0,22301.0,65.21000000000001,87.92,83.46000000000001,True,1100.0,37300.0,45800.0,0
Elizabeth City State University,NC,Public,74.32,92568.0,1784.0,12754.0,43.14,74.83,75.59,True,929.0,25100.0,32200.0,0
Elon University,NC,Private NonProfit,78.19,112812.0,6291.0,52587.0,82.77,71.7,89.63,True,1258.0,47100.0,58700.0,0
Fayetteville State University,NC,Public,72.53,101736.0,5061.0,16623.0,36.32,79.38,65.96,True,948.0,27500.0,34600.0,0
Gardner-Webb University,NC,Private NonProfit,96.7,81564.0,2059.0,45333.0,56.07,77.95,68.33,True,1074.0,35100.0,41600.0,0
Greensboro College,NC,Private NonProfit,100.0,64320.0,639.0,30302.0,33.52,77.61,62.98,False,1008.0,30100.0,41000.0,0
Guilford College,NC,Private NonProfit,56.95,74844.0,1262.0,53479.0,48.72,78.01,72.11,True,1059.0,32700.0,39500.0,0
High Point University,NC,Private NonProfit,99.68,94200.0,4608.0,54296.0,68.88,77.05,82.43,True,1182.0,38000.0,42900.0,0
Johnson C Smith University,NC,Private NonProfit,57.76,77604.0,1248.0,33444.0,43.73,49.2,65.12,True,883.0,26200.0,31400.0,0
Lees-McRae College,NC,Private NonProfit,56.6,62796.0,834.0,43437.0,43.52,73.29,67.82000000000001,True,1068.0,32500.0,34400.0,0
Lenoir-Rhyne University,NC,Private NonProfit,100.0,86388.0,1659.0,50232.0,45.38,76.62,72.85000000000001,True,,33700.0,43600.0,0
Livingstone College,NC,Private NonProfit,86.11,65304.0,845.0,28312.0,27.81,68.95,46.51,False,847.0,21300.0,26100.0,0
Mars Hill University,NC,Private NonProfit,98.91,62376.0,1013.0,45406.0,34.81,67.29,66.79,True,,30400.0,33800.0,0
Meredith College,NC,Private NonProfit,99.37,91428.0,1493.0,50390.0,63.690000000000005,71.61999999999999,85.6,True,1111.0,34300.0,43500.0,0
Methodist University,NC,Private NonProfit,66.14999999999999,86424.0,1419.0,55751.0,39.16,75.88000000000001,58.02,False,1050.0,32800.0,43700.0,0
Montreat College,NC,Private NonProfit,19.29,67404.0,823.0,40841.0,33.98,71.2,68.26,False,1047.0,37200.0,42500.0,0
University of Mount Olive,NC,Private NonProfit,100.0,80148.0,2154.0,32055.0,45.61,61.91,65.28,True,1011.0,38000.0,43700.0,0
North Carolina A & T State University,NC,Public,64.0,104940.0,10798.0,18348.0,52.080000000000005,56.71000000000001,79.63,True,1041.0,31700.0,39300.0,0
University of North Carolina at Asheville,NC,Public,73.95,99060.0,3206.0,20127.0,62.42,79.42,75.99000000000001,True,1185.0,30000.0,38800.0,0
University of North Carolina at Chapel Hill,NC,Public,77.45,153540.0,19261.0,24220.0,90.74,25.0,95.13,True,1393.0,49900.0,68800.0,0
University of North Carolina at Charlotte,NC,Public,71.44,118632.0,23852.0,23478.0,65.18,79.53,84.72,False,1200.0,38600.0,50300.0,0
University of North Carolina at Greensboro,NC,Public,75.92999999999999,103200.0,15696.0,19179.0,58.68,87.53999999999999,80.84,True,1093.0,33100.0,40900.0,0
North Carolina Central University,NC,Public,64.14,101076.0,5476.0,24075.0,51.68000000000001,87.42,77.81,True,937.0,28700.0,35300.0,0
University of North Carolina School of the Arts,NC,Public,78.13,91512.0,916.0,21755.0,72.15,36.34,91.45,True,1224.0,28100.0,46700.0,0
North Carolina State University at Raleigh,NC,Public,87.48,133152.0,24671.0,24202.0,83.89999999999999,46.22,93.57,False,1343.0,45000.0,59500.0,0
North Carolina Wesleyan College,NC,Private NonProfit,30.19,73608.0,1596.0,44530.0,31.45,47.59,65.71000000000001,True,938.0,34800.0,41900.0,0
University of North Carolina Wilmington,NC,Public,72.3,103296.0,14326.0,24837.0,73.52,67.97,84.08,True,1226.0,36900.0,46600.0,0
William Peace University,NC,Private NonProfit,37.0,69636.0,769.0,47624.0,38.14,61.39,73.50999999999999,True,1053.0,32200.0,36900.0,0
University of North Carolina at Pembroke,NC,Public,73.64,89544.0,6347.0,15952.0,42.48,91.38,70.72,True,1012.0,28900.0,36400.0,0
Pfeiffer University,NC,Private NonProfit,95.83,82980.0,808.0,44387.0,43.0,75.84,66.67,True,1008.0,35700.0,45000.0,0
Queens University of Charlotte,NC,Private NonProfit,48.06,84612.0,1637.0,49480.0,57.49,68.43,79.03999999999999,True,1150.0,42200.0,49400.0,0
Mid-Atlantic Christian University,NC,Private NonProfit,82.35,59748.0,150.0,30542.0,38.3,43.120000000000005,47.92,False,1004.0,24900.0,33000.0,0
Saint Augustine's University,NC,Private NonProfit,51.970000000000006,68628.0,953.0,32073.0,19.1,67.33,51.92,False,842.0,23800.0,30000.0,0
Salem College,NC,Private NonProfit,58.9,71292.0,456.0,44461.0,66.0,84.63000000000001,48.15,True,1061.0,29800.0,37400.0,0
Shaw University,NC,Private NonProfit,46.1,56964.0,1151.0,29686.0,18.7,70.56,66.53,True,,25100.0,30500.0,0
St. Andrews University,NC,Private NonProfit,61.73,57444.0,862.0,44686.0,32.68,60.86,52.88,True,,31900.0,40100.0,0
Wake Forest University,NC,Private NonProfit,73.75,143304.0,5438.0,74135.0,88.66000000000001,31.98,94.55,True,,62900.0,79600.0,0
Warren Wilson College,NC,Private NonProfit,60.78,67956.0,625.0,52526.0,41.88,84.84,56.6,True,1220.0,21400.0,29500.0,0
Wingate University,NC,Private NonProfit,100.0,96636.0,2671.0,49769.0,49.49,73.27,64.44,True,,36000.0,55700.0,0
Winston-Salem State University,NC,Public,64.51,99876.0,4560.0,20382.0,50.0,72.52,76.64,True,971.0,31600.0,37200.0,0
Western Carolina University,NC,Public,72.11,94308.0,10387.0,18462.0,63.63,48.48,81.42,True,1129.0,33400.0,41300.0,0
Dickinson State University,ND,Public,49.62,83220.0,1171.0,17708.0,36.26,98.62,63.21,True,1031.0,42300.0,49300.0,0
University of Jamestown,ND,Private NonProfit,100.0,80748.0,900.0,34565.0,55.02,71.89999999999999,73.44000000000001,False,1088.0,39600.0,49600.0,0
University of Mary,ND,Private NonProfit,60.63,92892.0,2178.0,30194.0,58.67,71.67999999999999,78.42,True,1143.0,46700.0,53000.0,0
